Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15
0.2826662476896251,0.16873733984445952,0.988262158081889,-0.01450060161364819,0.8413612867524647,0.21809665835795894,-0.3375340049609915,0.41855884337595084,1.343598028863974,0.8136612316133979,0.7458754322198528,1.8470880139671686,2.3205549868671724,2.248745230294932,1.8721526473053989
0.11377571620893304,0.22772385276746454,0.5330361947471517,0.08571582179811421,0.3788076710753208,0.20371934573825512,1.7067947754883117,1.6767290608629353,1.5654683401028378,1.2657361484451706,2.07840635865581,0.7543065046561944,1.916856067849258,2.1934756815178167,1.7910280868134687
0.266230721327754,0.5089293644965289,-0.13304732786812334,0.8176180430941213,0.756346976739288,0.6404907785392209,0.7450166232039321,0.5210059574595098,0.5259342256935402,1.005148309974808,1.6199740675861256,2.328978820771,1.5998939105445231,1.4916911227894987,1.643777223291464
-0.3291466594835814,-0.0306075859323863,0.11668814794897858,0.9026675852319598,0.04773406369526889,-0.22413720923315605,1.2581686289168899,0.7425563089198624,1.8944683371966557,1.4163301664682473,1.7878671802728594,0.641379318611959,1.5590029943785828,1.793224405962782,1.8580082527170683
-0.08668984401613844,-0.01976938361477626,0.9278684112366014,0.011336210595346286,1.1966064021727028,0.7155846322519914,0.6348582428360902,0.7532545640753058,0.9991190908513956,1.7357180068018456,1.1090816366347043,1.5351706945088472,1.2654336904939916,1.961744805263551,1.804771978182677
0.7370278768836395,-0.7176763429304565,-0.680396033499726,0.08713072373212877,0.9900358173733497,0.9290332556120369,1.3672961975130742,1.4712676005064964,1.484306084008509,1.4440825238738122,1.0453982153269152,0.7613817002345555,2.331165963823327,1.169960099633616,2.144216433962843
-0.1357409384165358,-0.12500497528460836,0.18061987290341158,-0.5268763528936666,1.1517710766265419,1.94663504697839,0.4361374980716153,2.546895767028028,1.640376144824097,2.665381957757681,0.3858771095473892,1.6379678537744848,1.9038212804354746,1.3803706935391273,1.6400384545906073
-0.14871404299930754,0.6336198274999406,0.04086391271134057,-0.4804795583170442,1.8716800798721849,0.8194206052751244,0.9074166108386237,1.4479938074467418,1.1404055348561342,1.1532753052019908,2.490318641650027,0.6221268660957077,2.0244868531595115,1.9026042503453353,2.285103727932194
-0.1450817046188113,-0.0399809674163876,0.08499091430248998,0.6648673157773737,-0.17671537590238018,1.031866511907371,1.2170504258979584,1.6403133100146439,1.7367420241531453,1.4089486748324316,1.8018620725172925,0.8158059397994725,1.4402377196796003,2.4881377624039316,2.7701937950139914
0.20118247107799403,-0.11288829640263176,0.4722726365335497,-0.13022417387896462,-0.208704901490798,0.5385869473522897,0.6365103670079004,1.0406595141341393,0.6192588795248054,1.3466457833297574,1.977143433929374,2.23189756795275,1.537147303060677,1.3422550743732096,1.9339502912124527
