Item_1,Item_2,Item_3,Item_4,Item_5
-2.526102521095426,-3.5720315630998005,-5.073913633837332,-0.3701000972675189,0.22067144493344232
-0.8815925667951818,1.031670814185489,3.508698391628953,2.2527276818231177,-1.8721217918020032
1.5278950060023604,4.043903218515264,2.278031337773291,0.8572150366694741,0.3235399593563
-1.2140594345120252,-1.330938616630574,0.7980212833174413,-1.0058768711380774,-1.4085549782785483
-0.5953797352797658,0.42289803546649324,4.193820752035878,1.1577590768889992,-1.6997512323256616
2.769711613385897,-0.9658189154425816,-0.16298833739712434,-0.3646769979581118,-0.04659383359133651
-0.6312753377261445,-1.9111614166122877,-1.2754352741225907,1.2222567194771097,-3.627283101574362
1.033900215322086,-0.4338726114802744,1.5293983282742203,0.7189483593151071,3.4248149854440224
-0.09381036708469034,3.4808546351252883,-2.707904664133878,0.1820481567305228,-1.7008351869362055
-2.8966144433500216,-1.8899785949374381,-1.4263851999005295,-1.8184271255820033,-0.983206461671392
1.7329762976425456,0.2172199818714472,-0.24395393081877462,0.5554098131585206,0.7020447409053274
1.2109160634152396,-0.20436326328142485,-0.7112389714769198,3.3618833801317702,-5.229515254000413
1.6306825002819743,1.1828787829739154,0.9836565164854835,-2.1298270703269915,-3.3746666575477415
