Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10
-0.2271610942850485,0.5824701136841159,1.1966736330338166,1.42485370773767,1.915795007077664,,,1.9465381641929351,2.434524594935119,3.35253606579923
-0.1249058175421012,-0.550024254894016,0.6448164741825928,1.2823674622823606,1.1261621916359332,1.6976591037629427,2.5255472271008816,,,
0.33125401478341493,0.09941791247045692,-0.2923295991902817,0.4362014471865844,1.0019524932848762,,2.7067253698264118,,,
-0.062171874060637664,0.22258931958360237,0.8870114185230351,1.5647938884286683,1.9334250845894907,,,,,
0.37993024173193746,-0.031626043777497614,0.7729618526660539,1.708314262687026,1.8279117805706788,2.6402286652621205,,,,4.462834718734079
-0.024187359110568903,0.4379717135874274,0.9752388181537361,1.4696410682139267,1.124571855622772,,,,,
-0.6649286362592708,-0.11839491480165737,0.7133682666072092,0.6776632460819483,1.419695276937646,,,1.8016800552972594,,
-0.41185726356656616,0.7670663772637671,0.49080770505415355,0.3471137954944101,1.5442352670748107,,,,,
0.7350309912621819,0.10785669857868097,-0.4520896752987943,1.7377306184357604,1.065716160030663,,,,,
-0.2090627644400993,0.46492645521413356,0.37285914023584715,0.06905750714413772,0.9604666053563073,,,,2.6780513384396505,
0.7591420010812774,1.0062602616055174,0.8763332422655774,0.9031995738584719,0.8222457451443551,,,,3.09418059774053,
-0.4009754477487464,-0.042341032643128385,0.13059630905328168,1.15264600183838,0.9256173879709287,,1.8739484219133409,,,2.750617706401672
-0.3350213216130538,0.44761866031328634,0.5541364835012995,1.5143102998234952,1.8014602407967726,1.7928683868101916,,2.5623675779828803,,
0.17808954281703893,-0.022506628129101536,1.7399967187156125,0.8018915186550336,1.7173896389806451,,,,2.7532747701608637,
0.3360564257710702,0.16489166242574949,1.3534757636429107,1.0105610118344022,0.9773089883620034,,,2.2764700665422795,2.0463335235236544,
0.43514775599846983,0.5522270263514817,0.8299055192814687,1.5228187639757143,1.1955181570130418,1.594448861158536,,,2.79324876085078,
-0.09151607259553729,0.09824251344872015,1.1371706371994013,0.7286299160984187,1.0617665773006935,,,,,
0.2708652552971855,0.7562471949281473,0.5002393491208009,1.2799450701751658,0.7516426293410589,,1.0763375736807363,1.83551309869485,3.071236967306944,
0.17200173575666575,0.02191238367386361,0.27272216823937,0.41340747420450175,1.9984309333754138,,,,,
0.14048798153766656,1.0237459479366136,0.5057762147965827,0.7493024048252813,2.4060228860601605,,,,,
-0.5573174803079602,0.19865618290638165,0.696085737708108,0.3932035389182148,2.036818816178656,,1.6104762060782698,,,
0.03100720728837787,-0.011727704673867634,0.5449236152160526,1.6406955125905807,1.4177608563652682,,,,,
-0.6932274294941955,0.41257947280036744,1.1727514296625476,-0.2709857705187748,0.41120420713051753,1.0374219376104006,,,,
-0.10980204989936306,0.023823539005414562,0.8017055024611952,1.2849940150976946,1.9798731103564626,1.2866296592090933,,,2.4004731556332946,
-0.6564945721477203,0.5424644399813724,0.44259207156050984,1.218656325198118,0.5188780295719015,,,,2.3106731711761777,
-0.1332533334565409,0.14184235553371477,0.5848031159044836,1.370744521045106,2.3304114753940155,,,2.122296707325316,,2.8360100982495497
-0.18594182383105323,-0.4256039276691182,1.4710568198471594,1.3671186756570046,1.9365923774930172,,,1.984521771390097,2.4567552854760155,2.039789976411159
0.783897367935651,0.08999830255901528,1.5721831232951196,1.0980694618073972,0.8780615913734598,,,,,
