Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8
-0.17875970190123028,0.2761078111603785,0.4131078879816845,-0.740792820450728,1.686249757677225,2.2640032043010043,1.5738876997321078,1.6132686072271347
0.07422392217615022,1.316062066199395,0.4320947486878635,0.4502517015301392,1.1425425453292164,1.3940770447883606,1.4036715259123147,2.3707439091027265
0.49676540143539644,0.7688326086425249,0.9869270079829517,1.5717585577740572,1.9425131726593006,1.052075516533535,1.8594032231150135,2.27214060485364
0.9194837974981791,0.16994110043818733,0.4770030736797853,1.0804407107212033,2.213532899968905,0.9553598972571827,2.3567788364900633,1.7373105140643454
-0.3720130167283329,-0.6751447387444746,0.17864308599287465,1.1550641313799594,0.47726020623450227,1.0444384075052136,2.4882317236081533,1.8853225474606428
-0.15466928878873457,-0.5772231279901041,0.9438295673303532,0.20578604630489594,1.093144925493691,2.1456941844675974,1.9403322297474435,1.607050110245439
0.5321768844575474,1.0756381639992405,0.0735697734693061,1.4320895876043054,1.2819621215881085,1.127561686714957,2.520981400694475,1.5111395160754233
0.19689573316543627,0.889175963949622,1.05185424756164,0.6077856008551221,1.9003428094161707,1.2394566163886573,2.3272045565502983,2.0653648400941416
-0.36163402628738867,0.5095557155528364,0.592633044668675,1.174223533151138,1.2111343857234873,1.2457610784273827,2.136339770927862,2.3826479223977945
-0.2195437882867938,0.8375975930124366,0.15234476479066467,1.081233187859822,0.12549997831883353,1.9326552323881008,1.5739793440319803,2.265338430034785
-0.3621246654556625,0.8786760961072012,0.43218216479237975,0.4367080302864673,1.485861023677275,1.0993407913704736,1.3499837987831058,1.5840733836535648
0.02206533573114627,0.5236976533256873,1.0465764823460493,1.4876432180252297,1.4450099836904045,1.3477908449054536,1.5465886259575403,1.3662094711122577
0.6621763152511794,0.5598024570337423,0.9400860538938335,1.384937290746656,1.2219528541787963,1.4542249681250925,1.7580234928191785,1.4284001450139638
1.275350222403183,0.1614143828847537,0.2014360508373093,1.4062409219322047,0.5915346102657277,1.8452284523607752,1.210841794252711,2.453407808449174
-0.23901257419047686,-0.3193408286638616,-0.1167015804917505,0.36751250321344164,0.6400752054025578,0.4553547461283297,1.2028933528032881,1.8807138107145367
-0.025556475777298783,0.5809503159583607,0.597558816446874,1.2114400392705702,0.6917113618492607,1.744679763384536,2.0944786971738445,2.0472876703899296
-0.5443598670200938,1.076343228822831,1.2202308524301868,0.5353126988976307,2.1089865348018026,1.8833990673309846,1.894989535203612,2.111615469890548
0.29121924443326663,-0.3453662368373869,0.7949037238061766,1.0590728724604606,0.31180563224012015,0.9870236713297387,1.7077784979328436,2.0158469360535185
0.14449299926180503,-0.6656106494865487,-0.32542618916364074,0.7277781421546791,0.9862939405685733,1.2048858909402789,0.9865087213397638,1.899894320226476
0.7901592523004917,-0.01851004733545558,0.7954042280516195,-0.45568023542408687,1.339090905740499,1.4177474733491426,1.2515734212323641,2.811656487503775
