experiment_name,dataset,run_date,score_A,score_B,score_C,score_D
exp_1,benchmark_3,2024-01-01,0.9683861113931992,0.8864089866471575,0.6742018095608742,0.44312942934029464
exp_2,benchmark_2,2024-01-01,0.7713530506430588,0.8361959393331053,0.3397132389555218,0.5966278739234672
exp_3,benchmark_2,2024-01-01,1.0,0.7929932154242064,0.5020493060240607,0.35526039079410593
exp_4,benchmark_3,2024-01-01,0.7579698219929305,0.7663721255334072,0.414595241835729,0.44579164449521214
exp_5,benchmark_1,2024-01-01,0.9917366649477848,0.6607808657808673,0.6508698573988667,0.6812907220658749
exp_6,benchmark_2,2024-01-01,0.7482926963094367,0.5485491429000989,0.6573820982801094,0.40603904829021503
exp_7,benchmark_2,2024-01-01,0.9601236788151674,0.777982667805945,0.6616558291944051,0.4763466747903876
exp_8,benchmark_2,2024-01-01,1.0,0.8461307870240327,0.5374405065618717,0.37841560171746313
exp_9,benchmark_1,2024-01-01,0.8787021343449789,0.7558332783422078,0.7007477338453322,0.3651572487219019
exp_10,benchmark_2,2024-01-01,0.8743644357146854,0.7131812343879966,0.7049595829801862,0.6547310983087679
exp_11,benchmark_1,2024-01-01,0.961043999931685,0.813116883188088,0.5078184266128175,0.5171039492637147
exp_12,benchmark_3,2024-01-01,0.8670603544037457,0.758333446604232,0.48672951318844604,0.5133678838237623
exp_13,benchmark_3,2024-01-01,1.0,0.9352410858640628,0.6333201647106396,0.3303683764883778
exp_14,benchmark_1,2024-01-01,0.9192192249458696,0.8899395008734952,0.8125115606946692,0.5358741388108303
exp_15,benchmark_3,2024-01-01,0.8679830491779275,0.8626174723689997,0.8033076075531975,0.6157421945993826
exp_16,benchmark_1,2024-01-01,0.8459714472104317,0.8424400780876571,0.6896737693781385,0.614947706082853
exp_17,benchmark_3,2024-01-01,0.806705152982698,0.637649925221521,0.5603336661753257,0.5668333229606161
exp_18,benchmark_3,2024-01-01,0.8372245013242511,0.8329660368719267,0.7220175992821918,0.3870514422404596
exp_19,benchmark_2,2024-01-01,0.8649326606341404,0.8042992624313242,0.5880909068524292,0.5313123417192992
exp_20,benchmark_2,2024-01-01,0.851236092650142,0.827309139505783,0.5565826296659523,0.5667584960476608
exp_21,benchmark_1,2024-01-01,0.8341824725862896,0.815927615347972,0.4189366501711339,0.3205556414911098
exp_22,benchmark_1,2024-01-01,1.0,0.8119429254514733,0.6435715531680986,0.38787204085182153
exp_23,benchmark_3,2024-01-01,0.796990492351051,1.0,0.5703465984195958,0.5888157321743441
exp_24,benchmark_2,2024-01-01,0.9146632587646175,0.7590480996714748,0.6429763712861838,0.5876045776671929
exp_25,benchmark_2,2024-01-01,0.9592521009760873,0.8603004047495998,0.40339756370962715,0.34514169663786076
exp_26,benchmark_3,2024-01-01,0.9630107995583733,0.7195676856402664,0.650316000591702,0.5795021459269173
exp_27,benchmark_2,2024-01-01,0.8941392924217528,0.845730825055434,0.3902212169361705,0.5095303399153618
exp_28,benchmark_2,2024-01-01,0.875929742815269,0.8605986556899122,0.7421273586601885,0.5781008954607152
exp_29,benchmark_2,2024-01-01,0.9451547491239507,0.8031092743802015,0.6855224567468418,0.43654786765660586
exp_30,benchmark_1,2024-01-01,0.9266521649978201,0.9335913609043167,0.6054668561908745,0.5645183496480902
exp_31,benchmark_2,2024-01-01,0.8741041165232487,0.678239063030625,0.6896053193415412,0.5843828774485624
exp_32,benchmark_3,2024-01-01,0.7438121428275569,0.7179445724998446,0.535525907066978,0.46486650645442884
exp_33,benchmark_2,2024-01-01,0.8532076277666752,0.7879046752690156,0.6405708848948225,0.5017752546173286
exp_34,benchmark_3,2024-01-01,0.7853449836292542,0.8547473520150889,0.7128107371793668,0.43514783704953464
exp_35,benchmark_1,2024-01-01,0.8332840449933674,0.7846096187961601,0.3239044084241943,0.665163894868588
exp_36,benchmark_2,2024-01-01,0.903322323851696,0.8952425703177234,0.5886108973655809,0.4879728060674234
exp_37,benchmark_3,2024-01-01,0.9358736143996617,0.7004976795700348,0.6310689203196959,0.4077975674822818
exp_38,benchmark_2,2024-01-01,1.0,0.6526088177178113,0.6137039715587567,0.428417408612525
exp_39,benchmark_3,2024-01-01,0.8462593621096186,0.7974795003203172,0.7790435159560738,0.5126770601142113
exp_40,benchmark_1,2024-01-01,0.9774625635275151,0.7589486390552971,0.5209432208410448,0.5753331171778212
exp_41,benchmark_3,2024-01-01,0.9305960024437837,0.8209530387024887,0.5712174089888105,0.3664173154849478
exp_42,benchmark_2,2024-01-01,1.0,0.7639264375800163,0.4417464307024884,0.6847660002942448
exp_43,benchmark_1,2024-01-01,0.9576228719595626,0.732664687604321,0.7843619984606478,0.5308675294055616
exp_44,benchmark_1,2024-01-01,0.7991518572713684,0.7591729094942944,0.6087043190724533,0.5466455972969413
exp_45,benchmark_2,2024-01-01,0.7276953970708768,0.7695515561459852,0.5894924445296625,0.49028104561765634
exp_46,benchmark_2,2024-01-01,0.9311261699667505,0.7361685366818337,0.6280850651022619,0.5019258967351126
exp_47,benchmark_1,2024-01-01,0.847154900209961,0.746353462034324,0.6969569161763657,0.4851716862072597
exp_48,benchmark_3,2024-01-01,0.8019686254049403,0.7263073329679757,0.6680696736849457,0.6017795969035961
exp_49,benchmark_3,2024-01-01,0.7732422295466923,0.8523331786536074,0.8981217546890421,0.499207141254663
exp_50,benchmark_2,2024-01-01,0.9160975497587156,0.7860687671172466,0.6787269221737108,0.576705021849271
exp_51,benchmark_1,2024-01-01,1.0,0.9923419138835434,0.5868087904164252,0.45661524766474276
exp_52,benchmark_3,2024-01-01,0.8591327654293959,0.7827371217945129,0.5771976595809386,0.5195640528312315
exp_53,benchmark_2,2024-01-01,0.9590270311075323,0.7115809196338005,0.5940574380916523,0.4196079655760579
exp_54,benchmark_3,2024-01-01,0.8897733649782408,1.0,0.4831496408703495,0.6216528232549537
exp_55,benchmark_2,2024-01-01,0.7710617910896607,0.8080293044381003,0.6373197540824919,0.4166252759280884
exp_56,benchmark_1,2024-01-01,0.9734811343510418,0.8656791453559484,0.7116801439542251,0.46750205557386737
exp_57,benchmark_3,2024-01-01,0.7905307955972629,0.8258769649869159,0.5719969732710097,0.4685039587545255
exp_58,benchmark_3,2024-01-01,0.9021626630593564,0.8289677695964416,0.5525953277049221,0.4646048612326232
exp_59,benchmark_1,2024-01-01,0.8658479584994695,0.8202320718019142,0.7849278479627567,0.5722495769442937
exp_60,benchmark_2,2024-01-01,0.9893077434565692,0.6564582101890601,0.49068501767121675,0.46833422352633564
exp_61,benchmark_2,2024-01-01,0.7941849007529314,0.803419571422808,0.42655149568560313,0.6393924530541073
exp_62,benchmark_3,2024-01-01,0.939086990780196,0.6341805362816428,0.518043138968595,0.4181524913869832
exp_63,benchmark_2,2024-01-01,0.8160202592651299,0.7492303830254133,0.47929006162090365,0.5169377469942706
exp_64,benchmark_3,2024-01-01,0.8488894787671215,0.694104921010338,0.6719559397437915,0.42242140106874
exp_65,benchmark_3,2024-01-01,0.5364799772459898,0.8024136852515391,0.597262883288376,0.5420972782531467
exp_66,benchmark_1,2024-01-01,1.0,0.8000792914004902,0.6113646288309493,0.498405027302323
exp_67,benchmark_3,2024-01-01,0.9550556932826232,0.8147812557431854,0.7486267510308107,0.48449379553015215
exp_68,benchmark_2,2024-01-01,0.8232652514061836,0.7953963239415754,0.5641998472170556,0.6188474966503524
exp_69,benchmark_3,2024-01-01,0.7875344311667006,0.7059841324880268,0.7108422745078974,0.43456581289448964
exp_70,benchmark_2,2024-01-01,0.850435124712066,0.7405663177314987,0.7844656132536536,0.5586515157618
exp_71,benchmark_3,2024-01-01,0.9716879534819451,0.8587062827921152,0.5877670835319673,0.42310400873252074
exp_72,benchmark_1,2024-01-01,0.7107915074415074,0.8734523343961067,0.7070356188889647,0.5112685200160374
exp_73,benchmark_1,2024-01-01,0.8858415580705662,0.6519883568040118,0.6091515420804353,0.38044246717765545
exp_74,benchmark_2,2024-01-01,1.0,0.6135739034154021,0.7257431462174122,0.43374828536932597
exp_75,benchmark_3,2024-01-01,0.7866053664032195,0.6939777283461955,0.476184414575706,0.4917856954427135
exp_76,benchmark_2,2024-01-01,0.9080385038763655,0.8711874248698918,0.4687821088207986,0.6814649167323078
exp_77,benchmark_1,2024-01-01,1.0,0.8881550696849702,0.5942065618425793,0.5100803870459774
exp_78,benchmark_2,2024-01-01,0.9632151629690773,0.6741954786265496,0.5444408524273563,0.6654668315866706
exp_79,benchmark_2,2024-01-01,0.9125923820485455,0.7973976020403005,0.5816624223903448,0.5220323291690918
exp_80,benchmark_2,2024-01-01,0.9506636454909003,0.9501097999806755,0.6113806750886193,0.4612915755525061
exp_81,benchmark_2,2024-01-01,0.8599134664990298,0.8081978143907,0.7053346865169585,0.6539356522600693
exp_82,benchmark_2,2024-01-01,1.0,0.908816995189976,0.5925672754767398,0.5437017622073419
exp_83,benchmark_1,2024-01-01,0.8600669977099789,0.8665393236749765,0.5509472022710247,0.43572784061172865
exp_84,benchmark_1,2024-01-01,0.7040818391264023,0.6756467960438757,0.5981819956574435,0.5470571459400297
exp_85,benchmark_3,2024-01-01,0.860869689605954,0.747668524316959,0.5564188053526715,0.47074052500923896
exp_86,benchmark_2,2024-01-01,0.8033265470123296,0.7701421144958515,0.5399327831270618,0.3010965803828704
exp_87,benchmark_1,2024-01-01,0.8718805987802571,0.7770800054688007,0.47203165197563635,0.5935973159265617
exp_88,benchmark_3,2024-01-01,0.8740915940919369,0.8582995620105238,0.6402811449554412,0.609493405564193
