reviewer_id,review_date,Product 1 (SKU_6554),Product 2 (SKU_9863),Product 3 (SKU_1750),Product 4 (SKU_8259),Product 5 (SKU_5544),Product 6 (SKU_2450),Product 7 (SKU_3713),Product 8 (SKU_1406)
user_84972,2023-01-01,5.0,3.656089168211051,3.683702880691367,2.1000863487619736,3.391953417407305,1.1081157017667902,2.4180370146898067,2.727312738220795
user_92589,2023-01-02,4.192408703166786,3.5632237009196013,2.788175885445865,2.674067367827653,4.441862921275815,4.641658649137548,4.418637491029568,3.5318725302604435
user_50481,2023-01-03,4.449288118372151,4.353511636017318,4.981631492779461,2.015330823261893,4.197351313910335,1.6352327240874116,2.6248771450295623,1.70064058398868
user_83537,2023-01-04,4.886232099248255,4.071552312398563,5.0,3.569340931442102,3.483275865317103,2.498325740182163,3.6304007757642434,2.3105223167309497
user_94562,2023-01-05,5.0,3.755771117919171,3.8670014968166373,4.255012776679053,3.041465867438012,2.9672659718439447,2.379032634764258,2.037847881192373
user_26224,2023-01-06,4.2332314454545825,4.542370101242108,5.0,4.485419614899463,3.515049885129723,2.882815463417471,3.2676795835068533,1.4657077541666317
user_94399,2023-01-07,5.0,5.0,3.9730517828890797,3.931827569663393,2.885089602012339,3.8051288320212437,3.4424125273213497,2.1372997924665578
user_83315,2023-01-08,2.7913601210121555,5.0,3.595635276666919,2.829282927041145,4.6746911966111,2.1537307051118124,2.8667935764604646,3.2861768767859587
user_21161,2023-01-09,5.0,2.6617825823501313,3.395633236651618,2.0543478731840326,3.1486478549799357,3.2086134539864504,1.0,2.8532817187141806
user_35221,2023-01-10,3.828377953585874,4.661657747068112,5.0,2.1945050404787985,3.2309297134026185,2.5374303214241967,2.7146019686848906,2.9154484000865604
user_91094,2023-01-11,5.0,4.057581367948929,3.2758848948897823,2.584813938196401,1.5273420599834653,3.2361127834699333,3.6843680382079804,2.5171804893226546
user_81019,2023-01-12,4.613635583064436,4.324124274292285,4.488215447979989,2.88891224157146,3.1436521227817886,2.9481821921616986,3.1219846664221844,2.818659026182871
user_85609,2023-01-13,3.961675734392479,3.8813735731659613,3.4526689319526334,3.472201201606731,3.969187310371953,3.074348522146382,3.0566711001833973,1.7595277261215156
user_16930,2023-01-14,5.0,4.294070903909762,3.531754589940509,2.7886686254984254,2.4458219383691637,2.5600601340285234,1.3221944528339848,2.1523920912582164
user_84743,2023-01-15,5.0,4.321125916857615,4.724199755175653,3.871180714934609,2.6994237324057497,2.591948839923134,2.123635943459953,2.5536033895749415
user_78387,2023-01-16,5.0,3.7368385941208615,3.595970522968517,3.414181197760422,3.9341688141869318,3.2298180112219415,3.0290861049211513,2.6220126871055123
user_34824,2023-01-17,3.6762430082935516,3.4829059617398554,3.576163696463765,3.6084365693928206,2.1186742211855574,3.7549724046048354,3.028306621429514,2.656150283937498
user_72368,2023-01-18,4.112786301102332,3.8410434539044127,4.806243757739845,4.5122004421369635,4.146240806033535,2.521376532641722,3.671733424106322,2.2893317743868975
user_75881,2023-01-19,4.496741730302852,4.3874074115654125,5.0,2.6558146126397038,2.874284887861518,2.304985964341672,2.584106595883125,2.0980612790957363
user_12446,2023-01-20,4.466992277879951,4.679197073347411,4.415751842627387,3.9349636626338946,2.9891454236070376,3.4907681325374695,3.0246592693390517,4.926217026435438
user_25765,2023-01-21,5.0,4.882679181872118,3.3761841795008403,3.5888214172191413,2.4008972758995246,2.9739968855538486,2.713099393545035,3.125429818345919
user_96278,2023-01-22,2.8880790139947132,3.80464798154647,3.4915132005619363,3.333210975224244,3.6024370083423065,3.6643985071887615,1.9104458107987545,2.730517980762098
user_79711,2023-01-23,4.767461643642803,4.42707565384219,3.96393221099203,4.308205056692769,5.0,2.2753622293030817,1.0,2.2134332014348845
user_33559,2023-01-24,4.268014916450688,4.970002073562639,4.156744049540526,4.3032113236456055,3.9251977915685057,1.5764488596612551,3.0448077537040614,2.0390249384448986
user_12486,2023-01-25,3.829199506892838,5.0,3.1097072718881824,2.8428073632092574,2.608571790447571,2.5735967345389326,2.839157766730249,2.2953595250184353
user_46039,2023-01-26,3.90601057778432,4.152933716694783,4.478430351663891,3.4542715329136606,4.2084964683931805,2.386917912587987,2.205459966319865,2.6342630748693465
user_36975,2023-01-27,4.328369868385629,4.02325462004831,3.968410663711679,3.8249693460672525,3.0466563632526,2.9369692799357603,1.4046615547873083,1.0
user_42150,2023-01-28,1.6191319164323854,4.3528993870691135,2.5274333450894964,3.3815946015819325,4.399587985142047,2.4905238285836884,3.2037916115269907,1.1444883237002528
user_85963,2023-01-29,3.93896834336676,3.280234021682076,3.1568588140314153,4.068017065830238,3.94534112173149,3.5928135610691596,2.4872639406435586,1.890494088848834
user_68226,2023-01-30,3.7993481402829654,4.045112391171593,3.496697061078669,3.8249536143282206,1.0,2.769479790061987,3.145499777894517,2.5657115494228546
user_21094,2023-01-31,4.9262265674581,4.795669118778504,3.841713848927156,5.0,2.496736293635978,3.1203795990191208,4.191238824329407,2.208581482278519
user_79932,2023-02-01,3.8555786539915835,4.713557703554961,5.0,2.3757766912561697,4.055508178268312,3.126107646752755,1.0,3.5824969808795872
user_89541,2023-02-02,4.327908959863608,3.983785916508889,4.090537044911702,3.502051208202082,3.421325817716014,3.15596407392975,2.140319353038109,1.2140825704033849
user_51999,2023-02-03,5.0,4.374174560869734,3.2273824880811,2.8731979907902474,2.4809952418337193,2.9806967116360212,2.5324995093504694,1.7989236243173035
user_62664,2023-02-04,5.0,3.5402797277674503,4.07650464344573,4.083285964351235,2.7931283876049497,3.4084805523282506,3.8638609393173207,3.616073392792881
user_87187,2023-02-05,5.0,4.76279371858002,3.6183298020368952,2.3062624879635645,1.7750107039284952,2.363475892939354,1.3908775846348123,2.5048954597401174
user_15896,2023-02-06,4.100102055671319,4.137742851090822,4.159806591626833,3.877050168179909,3.229301369978883,4.1195343413231065,4.2486888205444835,3.1078740662409268
user_74418,2023-02-07,4.934425823431722,3.9792388386430897,4.364454149628492,3.095961254921327,5.0,2.810770093305172,2.8086847212530324,4.04099755461557
user_13049,2023-02-08,4.312881759637125,3.910620931125291,4.867384517779151,3.0126705071031887,3.9439467125858605,1.9507606896810545,2.6231994706129136,1.8449564656785418
user_54558,2023-02-09,4.34312543145845,4.149684906480114,3.8805708034639794,2.44280143716745,5.0,3.1504586855934185,2.541552189424875,2.3205485297663744
user_67280,2023-02-10,4.82774827499724,3.8416978840544336,5.0,3.227939243039195,4.005917671831984,2.319055614042012,2.350989574255977,2.1820584792553026
user_33659,2023-02-11,4.022405129263254,4.726514428802051,4.626418130028953,4.4676004242327405,4.121983474682153,3.5322676276071,3.538493407415324,1.0
user_64386,2023-02-12,5.0,3.8837731615870554,3.3340483641502496,3.5798490531764164,4.8792629501960185,4.767684460833902,1.8451833967340492,2.1516825569952247
user_13153,2023-02-13,4.37189588832165,5.0,5.0,4.10214433429958,3.601810607473781,2.37074232675372,2.9763313453150833,3.1048497499045324
user_79193,2023-02-14,4.994688453007732,5.0,4.161595610616078,4.93171345757302,3.1502181427944955,3.265897866579188,2.3926546674344196,2.8324716334497926
user_51599,2023-02-15,5.0,3.4867652081163962,3.231900396822212,3.811004467858061,4.126126013297609,1.5955955290362978,2.090293241188722,2.895266535510408
user_60070,2023-02-16,5.0,4.2557634155434245,5.0,3.1529603423501276,4.463072189697508,3.3631241835530776,4.768780140547117,2.0995928154884003
user_43708,2023-02-17,3.3728647178475804,3.679474702931044,5.0,3.973801772146232,2.9160282858302327,2.291428960160248,3.035240587802768,1.8751222111954866
user_21930,2023-02-18,4.855916716007908,3.938681949449111,3.8735797890243515,3.1645630829485665,2.7227447341279762,2.5001323052524143,3.1906124357289154,3.4154045375188966
user_25026,2023-02-19,5.0,5.0,3.4970797916995227,3.1964618533622646,3.411084825944704,2.1189708081281378,3.61022142453493,2.002146282913864
user_23019,2023-02-20,5.0,3.9539428663073606,3.7621000340370703,2.3840857603048122,3.9651990935453294,3.5857209808437887,1.5629200437451625,2.6352656310345712
user_81012,2023-02-21,3.6093641327082953,4.488180829661943,4.4717853820141595,4.3410059928675135,3.938472838929249,3.80584348597861,4.101833527297625,2.5306677445420305
user_32040,2023-02-22,3.974371810386141,4.6330570352066225,4.922285324024411,3.2911979394804485,2.1606659198499205,3.0187081717268063,1.0,3.569373613005695
user_47401,2023-02-23,5.0,3.399496502013408,4.3563898646908585,3.7456785966526898,4.829284853650657,2.3084586357314243,2.0849868719691838,3.177129886137888
user_28878,2023-02-24,3.8905917034538833,3.5159236204726363,3.9813785667774155,2.7712304571146884,2.7870680564825197,4.27161842888309,2.33277466145688,1.3637931034663031
user_33942,2023-02-25,4.260243154668548,3.2351821028735053,5.0,3.948758103772378,3.0879480024891364,2.399671897796275,3.165378691976405,1.449957466579968
user_43496,2023-02-26,5.0,3.4912234128817787,3.6497308215587823,2.990447009491933,2.5778765120097438,1.270374160058049,2.8749746129131903,2.8631278544553074
user_21747,2023-02-27,4.461760599692168,1.919975912546254,4.724735470693526,3.4866330226385407,5.0,3.366711207965655,2.5665482074412855,2.348529882096667
user_30214,2023-02-28,3.9185806897329254,4.635665920634903,3.669549761318977,4.302260824991301,3.4936565362303735,2.116180261086787,2.690402124297821,2.035862572836989
user_50212,2023-03-01,3.7979061145096757,5.0,4.2448183664087145,4.232607449786023,2.6192199354547476,3.79088703479934,1.9175815811819454,3.2125023071955767
user_63382,2023-03-02,4.766175463668151,4.318256591229222,3.8091499481676387,3.582375941986448,3.9911388399699566,2.695089842661265,1.5022140844126615,2.5499675056711286
user_98946,2023-03-03,3.4334815932182328,3.066984912527514,3.8553182538777513,2.1854951738346253,3.915308623448026,3.482970592435357,3.2812092978688483,2.441965909511555
user_32176,2023-03-04,4.302131228882866,3.685778893680042,3.598090786030232,5.0,3.1498183811360927,4.121200277241726,3.2549648900289485,3.0238629126040397
user_17721,2023-03-05,4.766584427992018,3.8328985239800026,4.975883224944555,4.996687176218509,3.9724853702267064,2.0329129083034223,3.967595500125647,2.0999128040451485
user_90540,2023-03-06,5.0,3.3859321782292997,3.313659169513172,4.1781398599106385,2.639766431335308,2.5472502952860756,2.0679863225478337,3.654815188378043
user_52636,2023-03-07,5.0,4.888146110716125,3.307814197961033,2.9974369747272234,2.905665380040598,2.939463141874349,3.2542521682407384,1.7695619014135935
user_33784,2023-03-08,3.928747905614257,4.848208035500267,5.0,3.5091262706384283,1.6918266763471494,4.230041055227475,2.473034617308215,2.9255432530736707
user_13561,2023-03-09,5.0,3.2756385649458726,4.682278051723465,3.1652636561787864,2.2408391326243495,2.4732938256476436,3.652379988154786,3.5470662709278757
user_17667,2023-03-10,4.260387969962018,4.780064835558006,1.9919090410455706,4.611084751277111,4.7461046445365485,2.524397043240794,3.5175702213425133,1.29816360858232
user_49062,2023-03-11,3.5114375823604727,5.0,3.447793008631677,3.8100023126814673,4.613142902177851,3.3825124604446466,2.8689675193795656,2.1253318593180404
user_61110,2023-03-12,4.362366912587622,5.0,2.4504085299503564,2.972668913312134,3.3526309189191696,2.538217019431543,2.428375874667211,3.3137659143084464
user_22942,2023-03-13,5.0,5.0,3.1394474452677956,3.2233959207001748,4.63034515775187,3.1220207063180934,3.4687457428866093,3.32579563818482
user_51948,2023-03-14,4.63219204005194,3.4784058804454423,1.3891882670127678,4.496950514055924,3.171940410713356,1.7587700632254986,3.2175236186052527,2.2628035196894083
user_28672,2023-03-15,4.510017491463829,5.0,3.790408337844846,4.8800782774563825,3.1052717579456734,4.771463954045277,2.152447678331054,1.8122631250585122
user_64109,2023-03-16,5.0,3.9166348891929696,2.9864465446709505,4.822665250788996,3.345208518772445,1.9218326157524772,1.6377610612164555,3.16474865786461
user_52495,2023-03-17,3.3549161223564585,3.726027635695589,3.947924205437151,4.205625652043182,3.2000627237411474,2.742597836807833,2.4691736794545633,3.3468392820652837
user_43807,2023-03-18,3.471520708757782,4.461657899902276,2.59990299289398,3.3979001049578907,3.1278429411518553,2.9740151713263243,3.9123310522785673,1.4682693211900841
user_59219,2023-03-19,3.2073228232265345,3.73435093272559,3.966329482537632,1.0067889397367034,4.214718485719642,4.530150507485437,3.617189726986431,1.4368690808268956
user_25855,2023-03-20,4.798118549184044,4.519235312517221,3.568066977503738,3.8377280190465775,3.4201085231649624,1.9401233752538078,1.8101380242635354,2.5802053455868794
user_16799,2023-03-21,4.6331945016921,3.1439382498101587,5.0,3.59853699292472,3.8699854115470433,4.586963308383001,1.7657940672800634,2.9034885067431135
user_36549,2023-03-22,5.0,4.008997918349253,5.0,3.711985677057083,4.125104420221865,3.605741456881618,3.7197470797435894,2.160744731815956
user_41407,2023-03-23,4.694780061709416,5.0,4.528276482408226,3.6431178776265654,3.6105486365237867,3.333676259538597,1.791491276193737,2.9434350559858795
user_88250,2023-03-24,4.176674272416558,4.154350966855075,3.63870897547103,2.5389902704406744,2.5237829392734086,2.2122930503856355,3.1074362589136064,1.8318907145300942
user_86812,2023-03-25,4.501435898302486,4.313276629391907,5.0,4.045926845480949,2.2177072888287688,3.456912993630459,2.2071430277309414,1.0
