id,score
sample_1,0.9591945753072647
sample_2,0.6295980300359932
sample_3,0.5071203974080427
sample_4,0.6241765366833233
sample_5,0.7313280313801497
sample_6,0.7087319090627584
sample_7,0.6409843155588174
sample_8,0.41362038115341354
sample_9,0.770572449419366
sample_10,0.9958516718623299
sample_11,0.7696376857184505
sample_12,0.791370327858027
sample_13,0.7858667959232652
sample_14,0.75955700048236
sample_15,0.8397498950302141
sample_16,0.7593060521778499
sample_17,0.6530984245520086
sample_18,0.5806016634986868
sample_19,0.6626539517078986
sample_20,0.7471194244675998
sample_21,0.6525875558315539
sample_22,0.7471508024697145
sample_23,0.7658725200550626
sample_24,0.8249769146905273
sample_25,0.892419245325847
sample_26,0.7117011127718286
sample_27,0.5038335152278508
sample_28,0.6482343854771214
sample_29,0.7066093851109898
sample_30,0.42463468657343645
sample_31,0.9082996780153723
sample_32,0.72135668687657
sample_33,0.7572029251870427
sample_34,0.9048289693789398
sample_35,0.6054785754786479
sample_36,0.7861062896326044
sample_37,0.6835203815347096
sample_38,0.672386969947612
sample_39,0.584171141829343
sample_40,0.9498404820529791
sample_41,0.6436749939886643
sample_42,0.8049196370343552
sample_43,0.4187488918792095
sample_44,0.8769982794534679
sample_45,0.8578316733935587
sample_46,0.7146151165445954
sample_47,0.6659586300793113
sample_48,0.7600000008420349
sample_49,1.0433185991320433
sample_50,0.4355144951644772
sample_51,0.8173041081361191
sample_52,0.5632574046769145
sample_53,0.6970122405550403
sample_54,0.6628179821382005
sample_55,0.6357522613303366
sample_56,0.6984302306420905
sample_57,0.5298743282083314
sample_58,0.854377065419195
sample_59,0.4308784733202099
sample_60,0.7809646769242513
sample_61,0.6510196221198143
sample_62,0.5243612659288819
sample_63,0.7303575055898043
sample_64,0.46645733699402825
sample_65,0.7059570732579452
sample_66,0.4865684638282668
sample_67,0.7691908126476746
sample_68,0.5613463999554437
sample_69,0.6323508974456036
sample_70,0.7440924081914743
sample_71,0.5841186832236646
sample_72,0.6913054000497546
sample_73,0.47292542481327193
sample_74,0.7946313405394233
sample_75,0.9647370708326157
sample_76,1.118831330186494
sample_77,0.7136752219999658
sample_78,0.818230621119578
sample_79,0.4329061490638766
sample_80,0.9254101489458382
sample_81,0.8164342757086158
sample_82,0.627409983257315
sample_83,0.8855771200433513
sample_84,0.6618285885031987
sample_85,0.6312962225478165
sample_86,0.7713002388141237
sample_87,0.5404968250254522
sample_88,0.8532437146599922
sample_89,0.5416015282109734
sample_90,0.542491781526522
sample_91,0.5635465317387498
sample_92,0.8139250056274183
sample_93,0.6074836957720438
sample_94,0.49780063234492467
sample_95,0.6091480000096302
sample_96,0.695193644397927
sample_97,0.5228541274503421
sample_98,0.5272478336448484
sample_99,1.0166944501149375
sample_100,0.570915189427917
sample_101,0.6515436446840489
sample_102,0.644914449880107
sample_103,0.6367964788344337
sample_104,0.7932020109953652
sample_105,0.8422214425708074
sample_106,0.6541068352702611
sample_107,0.5145282570111476
sample_108,0.8911660341773354
sample_109,0.6856988363204976
sample_110,0.9595482722285753
sample_111,0.3631621153652255
sample_112,0.729310483192498
sample_113,0.9877909500814311
sample_114,0.6470103796842762
sample_115,0.6661759864998046
sample_116,0.7443267537385507
sample_117,0.6161806271672563
sample_118,0.65318921019209
sample_119,0.6493277358712894
sample_120,0.605886889836044
sample_121,0.8843284825300839
sample_122,0.7691617048444652
sample_123,0.7375942348154952
sample_124,0.8212856510335175
sample_125,0.6603466250194799
sample_126,0.5838694272470649
sample_127,0.6096063543078163
sample_128,0.7002674561656913
sample_129,0.5411182437440647
sample_130,0.6249608475119987
sample_131,0.6225825037192847
sample_132,1.018683434474352
sample_133,0.28392775900991246
sample_134,0.6730570417891549
sample_135,0.9588540689222156
sample_136,0.718276669619868
sample_137,0.8130126210131638
sample_138,0.7149739472649651
sample_139,0.5998999928175279
sample_140,0.363712609823663
sample_141,0.7308183530554454
sample_142,0.5836590093096413
sample_143,0.5799496890752044
sample_144,0.6251519116031332
sample_145,0.961729210993524
sample_146,1.060725631338096
sample_147,0.7325811906292601
sample_148,0.6302849164132408
sample_149,0.5234160373823185
sample_150,0.7702810242319104
sample_151,0.9674358400097716
sample_152,0.6628989419462264
sample_153,0.34315059388701635
sample_154,0.8005074507723285
sample_155,0.8478099567175074
sample_156,0.4621231539421229
sample_157,0.7264726275494429
sample_158,0.7676839024204147
sample_159,0.6890339046986592
sample_160,0.5813843621371969
sample_161,0.8523905835345333
sample_162,0.6394930381046976
sample_163,0.4772220755950102
sample_164,0.39257882714954784
sample_165,0.8891274279998964
sample_166,0.7924995964706677
sample_167,0.7131960320693753
sample_168,0.6339588044723794
sample_169,0.6206502378695309
sample_170,0.5386395027337583
sample_171,0.6352816533160173
sample_172,0.3819869177319738
sample_173,0.5895904519797228
sample_174,0.6533593725473359
sample_175,0.7914820070785628
sample_176,0.6940110304939954
sample_177,0.8192384670813337
sample_178,0.9023702657670144
sample_179,0.8587255140736152
sample_180,0.7705764771067835
sample_181,0.7017794018771176
sample_182,0.5528817987379661
sample_183,0.8109916077068974
sample_184,0.9519621073332294
sample_185,0.7513159059475627
sample_186,0.9875888722639183
sample_187,0.47116424379083743
sample_188,0.5268754922830687
sample_189,0.8282802261622393
sample_190,0.7396435315229876
sample_191,0.8970673264857711
