win_rate_A,win_rate_B,win_rate_C,win_rate_D,win_rate_E,win_rate_F,win_rate_G
0.704111573713106,0.7263374980524403,0.6495429076970147,0.5437406872100478,0.5112327495557135,0.42426720580790783,0.26015320182089624
0.8578680833431296,0.7863616787365175,0.648802388211694,0.4746035411133324,0.3997986280073576,0.4705422659113036,0.3528181157369128
0.7461491530499292,0.7072122492359847,0.6588587420901951,0.5219324923133226,0.6978482461106722,0.32459930735873005,0.34908810033557963
0.732737270005918,0.6574291187512631,0.7780377935725314,0.3807043185804615,0.36457349143038204,0.43360274907027446,0.4585895565831578
0.8383659937486673,0.6636983484248355,0.6620200968180647,0.540166037320525,0.5143154043560361,0.27529521697616866,0.39746982328799524
0.8152322878413419,0.676173207391927,0.5922510031376018,0.4511408892849083,0.5467110214265432,0.40554406053179665,0.3474973041254856
0.592360784301575,0.6796111096823492,0.7130753834955024,0.439641068278423,0.5247132430784831,0.3262759025201877,0.4317766299200287
0.8976540349725896,0.7560962876970313,0.7356137155591308,0.5679894151153478,0.46480456744556253,0.34311367240769003,0.48902075490173136
0.8880091354147451,0.6885279219140633,0.49390588515296746,0.68920022863446,0.4703512633599907,0.5402759841877104,0.4057810306351862
0.687443729849047,0.7565973410548913,0.6764066736516525,0.6418316606002313,0.4877144805312443,0.5257976787260936,0.35103526198433804
0.7895803533437409,0.6752616753224752,0.6867839408977565,0.3929499396376823,0.4686331331704845,0.4775804787573844,0.21881637676498403
0.7994030186282739,0.6911968523649424,0.5869103163306675,0.4510371863429663,0.5797212450128243,0.3074353901994088,0.2434886336924627
0.7760673765823907,0.4835132648801226,0.7542373479978286,0.6440771187988217,0.7043856334924685,0.38502582169718647,0.31947752956453324
0.6949694846154579,0.7749661008035815,0.601661107963414,0.4517512606461691,0.42758415483254997,0.5379764366645851,0.2890487797840717
0.6828376632061949,0.7179821809231326,0.6292243120138209,0.5275366850002976,0.34635303537542556,0.4308383580306572,0.3313028697014554
0.7474445929008555,0.7831343443192986,0.5993594842382798,0.6050052099024552,0.47450512849820786,0.6485996206648361,0.3556649924897107
0.8672729019259364,0.3937077955139644,0.6182245714248135,0.4531655545136365,0.7413042670987652,0.4559984506061039,0.40296927543567307
0.8043600154594432,0.8921708038114061,0.5070391579771465,0.560537550614596,0.40296587653636023,0.43587157831566986,0.3429501221940909
0.7129385667913894,0.669374370517816,0.4726615784072372,0.4165974505081796,0.6472450138777401,0.38575502024641656,0.3986501643826202
0.8271698710648345,0.794151615007085,0.7761171729891639,0.48986323560487866,0.6511034147409774,0.4300207571448949,0.356447441481012
0.46514573793699243,0.5793427406207803,0.5319705318348339,0.5819781934142537,0.4279745091625339,0.4014196830286123,0.15245334336461283
0.8648765700372103,0.7446107238395903,0.517527431721036,0.39070062664683314,0.5402316412518609,0.48747753433552576,0.25606646061812455
0.57602862212219,0.5779917770159677,0.4013276553062952,0.59404747379604,0.6461729956461871,0.5123368983461251,0.33559124442783844
0.7137559058596867,0.6209564372637528,0.5527704918977164,0.5480362201073319,0.4454205592345846,0.33806772061587176,0.22903052571588922
0.6380330105373856,0.874736468720012,0.4843576873259169,0.6052489954417148,0.46297529732309717,0.2835433713108889,0.40999287299962045
0.6205318524279094,0.6642650932569987,0.7808681826803037,0.5723914134064662,0.42516524193846894,0.233046129356337,0.5030750832343698
0.8660826787378519,0.7050766206513056,0.7176483756009301,0.6864140429973845,0.38185766026404666,0.46746579935792104,0.4718761851697316
0.7032298798688108,0.7703401064022087,0.5478516321488943,0.5625224502647908,0.4184055788267326,0.3063300060492793,0.32865571290697915
0.7846503881730715,0.7329015221305938,0.8419102472010975,0.5070594458874748,0.36093930665710766,0.20137760737141838,0.4990726136849952
0.7453079421120816,0.698375223847691,0.7148432153658262,0.5622297503032284,0.48674168015925595,0.4555245271197631,0.36486674572021116
0.7977040827223122,0.7198294335799559,0.5841835283158044,0.6043298029036388,0.4063360102274691,0.6659666184099458,0.316291402888196
0.7576821891060256,0.9236748918571609,0.3667260951793094,0.5548860070325705,0.5067119245124081,0.41605957551267736,0.288659733645906
0.6217007775811431,0.6775714536299748,0.8457609239257409,0.5540591691203883,0.3277437687129706,0.5005157441118309,0.31975303135118716
0.849626681944714,0.7034432380048301,0.4777094199903071,0.4798008312193245,0.516421356554779,0.4248496025214232,0.3111823181458771
0.7006243416838688,0.7883987729340945,0.4521267919709775,0.48370990824490523,0.5666862294942259,0.4067777013475524,0.36704162223754877
0.5943418101340249,0.7938859266291317,0.7189237098676308,0.40973947282003065,0.2839597690761878,0.5085743149654436,0.36605739810498644
0.7071884839034087,0.8020363638893714,0.860641907300594,0.724957674318694,0.5207389903180906,0.38763921224780157,0.3503046020153414
0.9000759790634311,0.7472063555362518,0.7550939485177185,0.42561367646087156,0.6061002325806626,0.443405898073857,0.39369381697463496
0.8350221742113493,0.569032842060285,0.6730575786719026,0.4807094802204093,0.3623692314642128,0.44883644728626804,0.4690646274786341
0.715134786559214,0.846676486563443,0.6761421008331953,0.4781592734430803,0.6505905720171037,0.3498576213023618,0.44495541354413237
0.7150742295681571,0.5686987940314645,0.7020082225446975,0.6394924376944442,0.5252352342699379,0.515870901620319,0.20151020315500962
0.7178364948782617,0.7135968798572366,0.6925595256453432,0.5205050321707972,0.41283214775749244,0.3991706909971258,0.0946078865098045
0.957674798356084,0.6079057483313975,0.6447858090636043,0.6747742072673735,0.47775642556756276,0.3410921507173822,0.44343199112392734
0.7881935452231553,0.6769194986740341,0.6270867770618543,0.48265093757561317,0.5391660245855056,0.47031765102370704,0.21331213015845787
