win_rate_A,win_rate_B,win_rate_C,win_rate_D
0.7275234598107316,0.6223679791563751,0.4433697147718731,0.3399845923520047
0.632988697394064,0.6435258945529924,0.505801805908522,0.3296326249823034
0.569801956241998,0.7695135093079198,0.5765924165206423,0.2622017413243439
0.8041462728204788,0.6674502422956291,0.34149676004003016,0.267311964596014
0.8259155160302647,0.67049627457163,0.30725245213525576,0.3273521108098473
0.692348959927328,0.723917400397647,0.33076770187632387,0.3867365506816178
0.490895770785509,0.5801713937123781,0.6095917436760515,0.4413584626233249
0.6953755551747517,0.532745699932766,0.42814751874408863,0.2696821049319655
0.7891804005402546,0.5121857472645633,0.7391532619001586,0.49926885689595213
0.6021088431225872,0.42003100772906654,0.4269085734675945,0.3228876398957431
0.7683359919779156,0.8222873796606989,0.5017884636530371,0.34786327056515637
0.7484690150827005,0.5063458300944984,0.6375443285901209,0.27527883208521764
0.8079291499601089,0.5945413043080895,0.6839426221492456,0.1075759739727058
0.7619580368414153,0.5889853366777746,0.6894836909969732,0.43840453963610493
0.6526931059118445,0.6474073364475768,0.6041699563926476,0.4236843897092433
0.8696571501664492,0.6982403879205964,0.5857395859144796,0.32186724428817864
0.734147042697303,0.7027140155026412,0.5425860282534516,0.35669907172248716
0.7472695460490069,0.5583589228097728,0.5611694409499971,0.4015939217704099
0.6566732040926804,0.5999544952880256,0.42821476170048,0.1937454143113457
0.705671774880849,0.6449246617154967,0.40151344499110264,0.2970947322653705
0.6615197285973099,0.591797554048312,0.4829958875922381,0.4294264679621827
0.7327053940076577,0.777401224268666,0.46631487108084047,0.22457105768307503
0.9211708480142343,0.6657641618304918,0.43801052840060584,0.3793557932166629
0.6128098857068643,0.6901544452716485,0.5529720780790048,0.21434181953765946
0.5886438602123258,0.6829547935334079,0.5788638541903844,0.3966429982433526
0.8971170327493608,0.7340140524151992,0.4921740219625181,0.3464358517702516
0.7290676322848134,0.6347688225370374,0.6310863414388596,0.18848681840944903
0.6830927261340083,0.48698347187108204,0.36916442191998283,0.46647393544571714
0.8539904687396076,0.6566354618419309,0.46396738740536153,0.27654084232019505
0.6894384460263135,0.5515309772874838,0.4116511012730528,0.2689747562985619
0.9326009713546937,0.563804998491691,0.2966796716260273,0.3700569197230943
0.8177925871339269,0.675303068542176,0.4750652647490634,0.4648637349428715
0.7012088591854297,0.7404949738100303,0.471158582495005,0.2484178181021603
0.9657308213265503,0.6187938243402729,0.6346783076575464,0.3561679849847971
0.6894285076996661,0.647549967926563,0.5464145017888111,0.3928816500330573
0.8242095372009307,0.7868881611301906,0.3809146509004128,0.4193105607263144
0.7799292580406492,0.6407419846155236,0.6687425899667522,0.3676441555277225
0.8801741289398798,0.8768349780847062,0.6054367028858686,0.3132972160916677
0.9061511196726852,0.6732176312298211,0.5415431036801949,0.267240977935128
0.7532004149065766,0.4405903907510849,0.46068492344835016,0.35861438830463743
0.6746582129653816,0.69200082877712,0.38738940966098534,0.24278609880143928
0.7959972142939117,0.6547825051549445,0.44611265572622805,0.05786495165053923
0.6822284630247893,0.7456419420749413,0.5922081953037519,0.39365598041576677
0.9513387247526623,0.6839848017936625,0.6717919639267942,0.4403934841086195
0.7636535331082738,0.6028210682682893,0.6376576861605523,0.11370675644581613
0.7134678448687891,0.49423684303773013,0.4344483911547059,0.24902692952900624
0.7684680305864908,0.5957643409380642,0.3713715900044322,0.4119154261005198
0.6152873710470304,0.5316146212457367,0.4974219580244537,0.5557495469711698
0.6528385961489348,0.5586143216861944,0.3064893967770482,0.35207937076754076
0.8700413907944425,0.6755245071087277,0.5156501047518115,0.27719970587708653
0.6843105721028604,0.7836571171018073,0.4685730747034665,0.331710355889516
0.645308901731806,0.6561338196489648,0.4367296831465091,0.48748764191481847
0.8036652752527286,0.49707836046314824,0.3238630266066538,0.28540358208754646
0.8685704154662997,0.6611269334886808,0.534693343990305,0.27008079933497464
0.8218953310665067,0.7363298153312319,0.4300632493671422,0.3017256477817967
0.8496047685805816,0.5556883762347284,0.36634164976230454,0.25466713917412875
0.6743204911430539,0.603264949999375,0.1961071120051684,0.36226703159947954
0.6078189333258156,0.6181354861395864,0.4805818428282697,0.512467845846956
0.9001333651955487,0.5381768353584426,0.6605584930003078,0.3823079273116029
0.7177320161157864,0.6814947100510526,0.6494592547881204,0.32476464978737124
0.7249166983544952,0.6045718518058886,0.43762370767470615,0.3208188731084456
0.8828194141849058,0.6586199110573695,0.4231121272971553,0.19368091913033425
0.805623000940066,0.5279174488864566,0.5302107589408357,0.4383109777147159
0.7955887772081608,0.5729208366343257,0.3834947894145042,0.34221628029871975
0.9665002344901084,0.6889048024494439,0.51351252331528,0.33195200864093743
0.6856481769619857,0.57938335145749,0.5599413611718024,0.669310756784486
0.8427840128081238,0.7893630517900072,0.6060266557217641,0.3798752908365686
