precision_A,precision_B,precision_C,precision_D,precision_E,precision_F
0.8198567159923853,0.9030143510769252,0.5895493682514834,0.6701481506367015,0.5908438183297378,0.7710198826927995
0.8458913923035566,0.7708306162161286,0.7768962079619984,0.6460115214553538,0.635702739840296,0.6044845447252841
0.9718756567357404,0.8240927724698272,0.8458926836130366,0.6119997935341233,0.5925137815848751,0.5378591131303327
0.8890616328430212,0.8306630297236914,0.7250041188297847,0.6774923737573383,0.5570891287578746,0.5156084799506971
0.7649377617346107,0.7872876021036739,0.8122299637762351,0.6993552519655528,0.5832312156859336,0.5428443259886125
0.9535383147660162,0.854935504118022,0.8649822606390916,0.5767680738045724,0.5849309632635733,0.561689794270347
0.8265484731568805,0.7700077074701981,0.8411931562867238,0.7768745903797016,0.5623991176094298,0.5716172468760046
1.0,0.8777037837965795,0.8671971623497114,0.6561129494172591,0.5712963149866319,0.5644483572802759
0.9664038452571719,0.7003216255802601,0.7953701992857514,0.6655079698355878,0.7198917736403774,0.5271664545004199
0.8442142483472999,0.818110366363713,0.7420346911121274,0.7206571538605246,0.6368735558352991,0.5042129263754139
0.982481308938809,0.9631143199246628,0.6078427350482265,0.6826572905010801,0.5683615745576672,0.507898137307719
0.8854284408421923,0.7279734940315541,0.7163150009496041,0.7402509307130596,0.6477563523608589,0.5044073375717856
0.9482218940097775,0.7537804023580119,0.6685402723747047,0.686969933216146,0.5652944408195193,0.6107016077493652
0.918778625383558,0.8491126279727133,0.9096754173998252,0.615005010028765,0.6858499710069313,0.567484537782469
0.8122914676007301,0.8223665425551678,0.7219291350054131,0.6929202820164881,0.6215713753758476,0.2847689092268576
0.828516013414603,0.8360504079418848,0.7458563845427588,0.572501903414347,0.5834158284796618,0.5724720621223809
0.9623968654064929,0.8471349704118132,0.7801188300832373,0.6726847764621219,0.6278173540648223,0.535578895577502
0.8532179734314768,0.8587777174849417,0.7394881957097963,0.6613416007484432,0.4663299078345201,0.5185032994843283
0.8477081229406402,0.8967759873564979,0.8716040832344603,0.6473506514181968,0.5018586024872157,0.48891852375288913
0.8035901936520518,0.840785492554281,0.6861880510612438,0.6537169990848856,0.49648599948807565,0.6099290175988811
0.9138879252474769,0.7886993876305166,0.7515685964189794,0.5134520763601889,0.6034354475810966,0.5958021169698287
1.0,0.8618058960962186,0.6766023531441562,0.6201020073807231,0.7306011999588075,0.4581697865741113
0.7945973668596582,0.9599905547916173,0.6303981991023435,0.6714275920912892,0.7705040116954107,0.5525641829699628
0.8819375565338207,0.7973893002893941,0.6870584727275771,0.676788511359792,0.6430440881152607,0.44226746123669713
0.9929776444332343,0.7300376556263487,0.733037056236127,0.5817859887259234,0.6320675579955566,0.4096305468168856
0.8736286887003428,0.8965664535429578,0.7016558220386192,0.7652566272691761,0.44791538126778097,0.4698626220328028
0.9161897436999787,0.7983695068837122,0.6806063216100915,0.59470601214284,0.5485860960212784,0.5889914777906207
0.7950085177482497,0.6341864363188772,0.6234946029062532,0.741556576042139,0.528977299847341,0.596250003630087
0.9142645677766119,0.8757937341720338,0.7293515541897044,0.6981755489497348,0.5423321921399108,0.5610468336077834
0.8650284587996361,0.7651737451236862,0.6156223700775199,0.6123018152124958,0.5785484945132169,0.5780076629478398
0.958858399654389,0.8007573374156672,0.7968044770951682,0.806024871408761,0.5542327537842299,0.5612942629691967
0.9749908841251801,0.8345584264455213,0.7425951802347602,0.5685090534594817,0.43365601516993707,0.46868147238216384
1.0,0.8232399743823253,0.6193958800428055,0.7375323338888001,0.6518328204894028,0.5545538035739153
0.9263706538570861,0.8647561453711232,0.711263273836011,0.7440465854434383,0.5061805579408155,0.5840327620182146
0.9060637053265733,0.7731610903544126,0.6758274875527533,0.6103503832738685,0.611139749128892,0.5803433063850859
0.8955507441261868,0.8490484638540867,0.7615339608335344,0.7753972240051463,0.757926613579998,0.6151130697179714
0.8517466965751449,0.7872362657932866,0.8432360356818516,0.6439962788320838,0.5184492326730862,0.5766643077760851
0.9070787074769353,0.8671048384710003,0.5859862024283404,0.6870954903423886,0.3895769981802937,0.5481158566033266
0.8563678871888777,0.8572293987210443,0.7452020863317934,0.6848257471016977,0.5691196622495912,0.6056120190653143
0.8934768781015692,0.7331649038364324,0.7231893763546687,0.6532553006823563,0.6800767707998858,0.5178782992600752
0.9854078028486368,0.8948785692940027,0.7897072061160373,0.7288646618527826,0.7486677963376476,0.44945002790178257
0.7994765947776287,0.7651229243908763,0.7530557302590151,0.7274790976441771,0.4936360324438067,0.5069546428844989
0.9711902848903237,0.8726446238624916,0.6758424534608944,0.5241174421409456,0.6317359378589218,0.4604077884154841
0.9853692053871892,0.8373829850721073,0.7104756851466705,0.7683472194302522,0.5547751634575958,0.4659857380020495
0.8705545178407137,0.9550546941436099,0.6723179314557208,0.531000640957146,0.5835241316556692,0.5084385063427586
0.7102516080793124,0.7901227214102519,0.8220805710878879,0.7466036963473326,0.8035474677613629,0.4566064063200031
0.8313742410324454,0.7800546563105443,0.7377049318937554,0.7541364109462068,0.4717623737283878,0.49536307762887677
0.9837595637248887,0.8064464315289814,0.8880952548602405,0.5767226855827842,0.6122991729195659,0.36851082664369716
