Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10
-0.649285524167272,0.4885112699987809,0.39339027687032546,0.7814358539348576,0.7958735592141315,,1.8798290707200824,,,
-0.04626942755788611,0.6105661219314631,0.7466509242485675,0.8539822389050352,1.1229934873445884,,,,1.2181081815145824,3.3894520069123377
0.035037149718202966,0.47992244359848457,0.5167889113826745,1.1381840580576796,0.8868867026533184,,2.251771222230163,,,
0.9275260940540359,0.6026623982819722,0.8023427418627682,0.5989021490990625,1.7972938779791707,,,,,
0.6851297653442031,0.8672521299181308,1.2916199128052281,0.9551672345176061,1.4658437259689874,,,,,
-0.09128976564458989,-0.5332104312618164,-0.032596676511221334,0.8504029437645422,2.0876349447302207,,,,,3.8699297992924446
-0.5850117014704583,0.23650126547671402,0.7817264305969974,0.8436163060812387,1.2957339069488314,,,,,2.9694249443568532
0.5139772006826296,0.2337557371196881,0.5545596295689973,0.7013014831923184,1.730279880538484,,,2.2961407605573,,
-0.41723390622820083,-0.23359399797252606,0.4865113584539551,0.8336624921649031,1.7745589060806455,,,,,3.0101479400745004
0.09389667883576472,1.4416792408089063,0.570582953750931,1.1069997114371117,1.2275519125154817,,,,,
-0.32421045475684296,-0.25313264402702834,1.665886356574342,1.703273654131477,1.1776690544357824,,,,,
0.4147088102305051,0.6126412077139389,1.20943367440512,1.1253506431406128,1.4271393468894598,,1.8708142913261985,,,2.7621676157070545
-0.752671562038353,-0.061686416937051125,-0.15022031251485835,1.487083934349477,1.7410936364846825,,2.5304470389759426,2.7275974830849714,,
0.43506297593515236,0.7340404399257168,0.01186071335942629,0.9836618390632466,1.170083786453955,,,,,
0.6119513435382239,0.3145997065827574,-0.21521013560862168,1.4071663846571165,1.271080168480411,1.8515623377723804,,2.5003907255134528,,
-1.115951203924113,0.4388750134487766,0.05826455081828663,0.6062295982455241,1.1636471778235649,1.720380822769182,,,3.429626891671107,
0.014127805492097719,0.6631967048022153,0.5492562547218534,1.132375814770298,1.8836004811013156,,,,,
