Item_1,Item_2,Item_3,Item_4,Item_5,Item_6
-2.6084093642697246,0.006995447469984428,1.0367168099369564,4.206632947547334,,0.8355712702949922
-0.7362661455257974,3.3481822689213447,-1.4840266678665643,,,0.22406192513208018
-1.517579159371175,-1.8142194151721829,-0.057242845886293525,,2.43169930986447,
2.5838685256307126,-2.2006411565351836,0.7847674903220496,,,2.3418927607969584
0.6306979246313404,-0.07371360131974616,-0.27462234456073026,3.863996212133029,0.27871693590977625,
1.3486972712164773,-1.8831629039416535,0.28168669789034284,,,
1.8225454469370632,0.36251298979412544,0.11540802245663463,,,
0.982659615232619,0.3926540588311076,4.820511534236419,,-2.2857057689450526,
-1.038826658206237,4.439262689046526,0.07638821082162409,,,-0.18695114503159221
5.901793436292685,0.6736316199795751,0.6837058784948895,-1.2594439719543638,,
-0.20979313533857483,-0.2427213600090678,-2.9929213028387625,,,
1.071962023264614,1.4119339916244003,1.8575055005180245,,,0.06568001354170008
-0.8844919826828049,-2.274958444026833,-1.8638730751691925,,-1.568781002801361,
-1.1475365574570213,-0.577668472081381,-1.979391501014784,2.4321066779232887,,
1.4294514207403992,0.02019073201606699,-4.057491535414082,0.5266627305707596,2.1222687213428366,
1.672257782645918,-0.4105612232206886,-1.4037594924130659,,,1.2750884825988562
2.3066940377086556,0.7221317783072896,-1.5248065573455074,1.8128448630735028,,-1.1487855262484958
1.2892635408478563,-0.6019228137084438,-1.3454912777115124,,,0.7915642910151761
-0.7348591811107676,2.436402177756704,2.805283438264993,,,1.2118672242990765
1.8490193620599022,1.7743294413436794,-2.3203989228712234,2.3446980967168938,1.3421829078269816,
-0.06854421367049404,0.6707252646733612,1.4923940023876239,2.0915120740658133,0.12630962161686965,
-3.7205605433564317,1.0727871323723455,0.4426869596373562,,-0.16298792030689485,
