Item_1,Item_2,Item_3,Item_4,Item_5,Item_6
-2.270108201757108,-2.2445429330627724,1.1380014053654568,2.768878003514777,,
-0.5727683919777071,-2.999545861030515,3.0793056331100783,-4.8238115703472975,,
-2.3797400352256504,0.0067010489763711795,0.6407583670131327,-3.0658206311235237,,0.5213678262446443
-0.573985690066882,-0.8655636139128968,-1.0870093077339864,,,0.7429728301306306
-2.962044299838066,0.9582917968633253,2.1775937555923734,,,-1.3399347059501032
-1.2292257472427477,0.30904392312462475,-1.056278619948226,,-0.5504057395989709,
1.6232763890954856,1.975755443191025,-0.09897168909892484,,,
-2.6384904733511307,-0.1337285528095003,-1.2420543937721522,,-0.7577097464474342,2.596296047718732
-3.507514963176875,-1.8416196729337608,-2.452532369844053,,3.565056018635545,
0.7683471020497985,-0.43159858584308425,1.575212771115877,0.4827413884266454,,
0.1779457060474292,-1.4776670995835044,0.19779464189224066,,,
1.3654356709305258,0.2640857041163479,2.2247649959201983,3.0988918398612832,,
3.3851646272269957,3.5984750110144463,1.0685548984471351,-2.1497853507516154,-1.896456736924821,
-1.0602573180381973,2.192324257103589,0.8007544992206774,,,
2.471883589973908,-1.8580288478456937,-3.098539636918969,1.1044600146194894,0.03726976064860202,
-0.27075740915236635,1.0659977200042525,0.6580730768235883,,,-0.4652893193566084
-2.6246357178281916,1.5577134654210303,-0.7379740139822731,,,
-3.673864021485468,-1.0030399923303872,-2.584124929440939,,3.4080423832129982,1.1362243125565235
-0.43078672738667373,-1.6874699101031028,1.3592124631573332,,,
2.6726343920521187,-1.10063775328973,0.05613439946932598,4.658475491724128,-1.0063598528010538,
-0.030010448860740144,0.367460043600531,0.038651106755179854,,,
-2.13973026108238,2.097333868290209,1.5942483118768305,,,
