model_A,model_B,model_C,model_D,model_E,model_F,model_G
0.7725197821864471,0.7638669638308653,0.8707987811467988,0.5232723311627269,0.6613029515512827,0.5163185818093464,0.3220352151650757
0.7967393243326504,0.9105761716149929,0.8500664852543592,0.7326145616040515,0.5773178833928205,0.5021632975138244,0.33757999030530217
1.0,0.8050739186060337,0.7944401713914522,0.6821652659591585,0.496054837980569,0.5044977980979396,0.367067962563863
0.834967162623629,0.8688237255969735,0.7241352509303552,0.6898712801790343,0.49131811018756466,0.557476272523661,0.5091571018453098
0.8700033787312328,0.7842728687909183,0.7189167054912107,0.6129977534162755,0.43561689170209505,0.4263373555887557,0.41187627127271265
0.8432989958274779,0.8889621817079456,0.7930466439029926,0.6220649752943077,0.5323042173770269,0.6100808108900361,0.429283831090596
0.7678319173694977,0.8230861089906487,0.6774996057162634,0.6129068896392331,0.6936025379407711,0.5600119108366147,0.5770088025254897
1.0,0.7846753818721793,0.5284145915199203,0.641880681586453,0.6011163133038767,0.4846834402538587,0.5795007149938418
0.7972298588079394,0.7820050244374314,0.7658670720769627,0.7335333435364835,0.5303565627410292,0.6767574658555582,0.4217875056862265
0.737271447629307,0.687889470704237,0.6035598036731695,0.6836075412505346,0.6638189271513413,0.6723082702238433,0.38691364893165914
0.8049259722697248,0.8340249053469644,0.6204525438476282,0.7000112829620866,0.5000856711609943,0.6099562021860475,0.3635569686326462
0.6498293998274466,0.7793128598796955,0.7166890614662454,0.6999558908249202,0.5928683607666111,0.21481098960988732,0.5192775769708238
0.7848712535016817,0.7331341373152128,0.7071541789113197,0.7384442437381737,0.5653702960607817,0.6745611759384642,0.42952927664777124
0.7531871402147673,0.8939795104145405,0.5754591060351036,0.6788150041540254,0.6612463958921685,0.59614251891386,0.411350510967721
0.9117428630927324,0.6583117307438532,0.7332158230799807,0.6858848072678918,0.42561049624138314,0.7173075304379603,0.36863354248624475
0.7826585760440128,0.7410837437900899,0.8132806327527715,0.7688806241193156,0.49831355875186767,0.6404131258400205,0.37303335909886115
0.9387803935578849,0.8861052082112867,0.6038325096400884,0.5834954081996887,0.4195087674238799,0.6745009344163951,0.48200581914932444
0.9898483993069321,0.8148856274253586,0.8439149997515426,0.5644257420048492,0.5573736611524063,0.6045321516847045,0.3184561734112738
0.9281175336287599,0.7785474405680576,0.5606495841536723,0.5314078400813143,0.7044760836965763,0.6515359865312178,0.5494868693787939
0.8284611711139923,0.808433687648348,0.928399081103762,0.6682914563620255,0.5327886123679806,0.7160790407401106,0.39661553561850815
0.8641114496705593,0.8012747504382175,0.6755406236183183,0.46462677587808754,0.5322649395137682,0.5383221405044872,0.43503640557482076
0.697501505985594,0.6316670787047411,0.7312283663493558,0.6962154096059676,0.670505775751747,0.35944361225885363,0.31630220418594457
0.836622062747876,0.7484071447985372,0.5274633094180996,0.6390806905499447,0.6901882891788632,0.48592057666515237,0.44876340617576355
0.7639561531933167,0.9449854987847082,0.7104530600197358,0.7634639699821056,0.5744762266064543,0.5556612266050103,0.41716790573094403
0.9194326381149298,0.7174009198556166,0.7395148844384859,0.5828082689535008,0.6518048187383225,0.5241554251038224,0.44499194011435333
1.0,0.7515032319228999,0.7080504562567173,0.6296681714582493,0.47563787924553863,0.392010470050724,0.597170889836189
0.8999821635973809,0.7291712570024146,0.6603585589614294,0.7622203333293368,0.7211307667258746,0.3535599041471687,0.467769804579024
0.6508859851045333,0.7746318110015196,0.6220102148138852,0.7883135646778152,0.7982039627270384,0.44255039980318367,0.3705340815854196
0.8138769807085626,0.7250210502009036,0.8297193286203978,0.5819847634248179,0.6354549124522058,0.5974406222650817,0.37886800894534317
0.8622490925374454,0.8320074835491393,0.7197473801664617,0.668178123258716,0.37490017119905317,0.6747006437489635,0.5095131185913768
0.8587357425260264,0.80306467456236,0.870741904318344,0.6794418977684047,0.5275103070935548,0.6083234280444367,0.5798693290993424
0.7769186874391246,0.8606880948440352,0.6640184311871744,0.6873653405621147,0.6446158655002654,0.6224093953780803,0.47819180207510503
0.8745291742636935,0.6782392167144373,0.673187197329445,0.6237424340684377,0.541185033616697,0.5085851093503109,0.518871274455477
0.7257499163080612,0.749299285045043,0.798226091126283,0.7781383398123634,0.7105531887583431,0.3424584208960702,0.5109737723336705
0.7555091277314933,0.7607610701721198,0.5543691704663103,0.4610296516378454,0.6421490597769198,0.4711446085783961,0.5919064413357521
0.9145797641603711,0.8288980243421928,0.5953203306513744,0.6078869765198915,0.5126857832567536,0.49079022547942874,0.2550409827273967
0.7484336769120173,0.7040112136126299,0.826415163801983,0.6947930732772946,0.5865598144104586,0.46696141798309837,0.5167218939304529
0.9038211605492257,0.8748987137591677,0.5994732737443472,0.6957224811949343,0.4939500112694242,0.5221361532041292,0.5483736043903564
0.7130536225343942,0.9019748923850942,0.5347615651364119,0.7852759030614762,0.5650748454920891,0.5608086426559616,0.3161276293864427
1.0,0.6844460985697749,0.9035193854739758,0.7698225393201286,0.5278740092900781,0.6019681854910164,0.3614331815993584
0.7725730077595945,0.7342460438439767,0.5772849018792461,0.6214458374692775,0.7008095133566371,0.4888546802300332,0.3649217251371847
0.8276333428196556,0.730140182504124,0.7350786064994836,0.7799871243530604,0.7949345390164327,0.3262907261022072,0.37712098036226166
0.8830613261090405,1.0,0.7235751859390938,0.5785958256222544,0.44021450000975804,0.4683788947375531,0.4018282949064474
0.7934650047498906,0.7403433228125447,0.4356038350048583,0.7430887382791836,0.391011704712358,0.521037706365865,0.47426028130549414
0.8643405961071304,0.9510958775489468,0.6899349643498858,0.8310522478420992,0.5588160911481946,0.6389474588800075,0.536567465116737
0.9075356724520125,0.6566701338226724,0.7615079916145776,0.7714944106854968,0.431491763450465,0.45988588244825607,0.5581316957768536
0.9460613232503485,0.684368236716897,0.7520976048185527,0.6605770383524122,0.587954493700425,0.5679210295066068,0.36621769388322184
0.9291497435972957,0.7146728801485133,0.8070187350470168,0.6168221228227877,0.658226944713926,0.5456754566302099,0.36552970012970176
0.8328189536197326,0.6987644021886811,0.6779175351761233,0.4971408703740713,0.7327475230600158,0.5210567199790055,0.5815821840016223
0.8353368225956398,0.7565434599174834,0.7879171108758828,0.6810539637914204,0.6034727892048614,0.6097199985991257,0.5146743935418645
1.0,0.7124555130611835,0.6477337598586594,0.538478277202908,0.5640178108483753,0.45058254699140854,0.4582864841868996
0.9449889068249292,0.701399174059876,0.5756199250253892,0.5706865336386062,0.3854948416760248,0.45914802170231495,0.49733366755549674
0.7578176343679786,0.8991805329806661,0.5868938290985434,0.5309254199263327,0.5859518482519132,0.5154765843572438,0.44701962181485594
0.8599988163765552,0.9057126955846498,0.5704556211471252,0.6039607667343344,0.5904620593882794,0.4526520161572966,0.5024584683047615
0.8164856861221808,0.8782629831708649,0.8176252634557861,0.6472030585513017,0.6472290147546078,0.5674678957721265,0.41639333034942594
0.836466576607689,0.8357332288917662,0.565209315760811,0.6773614581165704,0.5124845231804241,0.44534743623005335,0.4768804934439231
0.7270504842291912,0.7926076399112886,0.744070550731597,0.5899493364586036,0.5398280733097472,0.5392970874411801,0.2989453949630504
0.8088076765614046,0.7336302642667425,0.6900742472594233,0.7569283706395182,0.4355331078029148,0.5066493897879909,0.3812215705174569
1.0,0.6880175828578241,0.7064018093216036,0.6291794742010033,0.3542040526449267,0.5381592631443372,0.38229888232096565
0.9079076300875503,0.819632903676602,0.8530273961866367,0.571227756673448,0.4724836242536549,0.4706925271603627,0.4125609966793086
0.600883859184854,0.6659702940786535,0.6728239299451393,0.6726292267243436,0.4263007519080316,0.4827578372139839,0.3573486745220252
0.9716723492497947,0.683941240415794,0.777826822821635,0.8463552833543815,0.6170045628753944,0.5262675934663716,0.3966456374176918
0.9589629522909161,0.8986246589538143,0.7204230018047778,0.6835160566535117,0.5315199276666476,0.5368741172827979,0.29855859376018795
0.8140714695693583,0.973398237505542,0.7014647761033969,0.6137144372626392,0.5295096203258544,0.516246475127551,0.5048700476394901
0.9217263543783215,0.8226628471499814,0.9466635791053141,0.49725386438812946,0.48489202871581205,0.687202902317975,0.44174864810886055
0.7640600789182799,0.8939790485627978,0.5725324920951297,0.6280587679027929,0.2600767900820899,0.4175929747925382,0.2794792392223983
0.8029744283733642,0.758748501588935,0.8455798502104112,0.6734928125088114,0.7341644082080883,0.5102462871713952,0.3665170089453327
0.9998546360669853,0.6495659147245649,0.7823073232156639,0.6112419108744429,0.48330628105565443,0.35930376445496814,0.4836601427562167
0.8228269960130291,0.8445504951951918,0.6687141672034883,0.48346153617589993,0.5420913263483426,0.5538748145334053,0.395697805361421
0.6630268338045009,0.8402622656603397,0.8795985184108279,0.5649434610496565,0.43784411680440216,0.4051420130289852,0.3803058539861903
0.8436696777218663,0.7905001887213577,0.531855655427813,0.7954538460887757,0.6805263676773967,0.488835641079009,0.4425407322991924
0.8421411607085643,0.7590957875228221,0.6644900009367595,0.793400100373046,0.5976762270370657,0.479460234133534,0.4843597535178216
0.9698368569373459,0.8795543911914432,0.5958184462397591,0.5613360830795401,0.5006968048067464,0.5447557793267838,0.30636475429608395
0.851433642217576,0.6847600299905858,0.7578750131538127,0.7172756787199421,0.5441103721989309,0.4613875749121486,0.5050128481217879
0.8078417688559707,0.7059552754442675,0.6053602565479489,0.5321427215229826,0.7511513255458203,0.45713609689726836,0.36997067183926236
0.9545056145231205,0.6825226826572905,0.7599730613407986,0.7904316281994952,0.5760363901452055,0.6602523130752564,0.44820720317502016
0.862079023250111,0.7918306295969161,0.6980230250845113,0.6745235847894235,0.5651599795717427,0.5451233457141192,0.44645798593084907
0.7749977318434282,0.6745440321224074,0.6687312724010582,0.7449641498616533,0.4891951847194067,0.4605615814644398,0.3972933881760226
0.9654997560541617,0.714909115281809,0.7555313912699977,0.478490665281746,0.39387521828610295,0.4915832994855435,0.34763402538692856
0.8693661764516799,0.7127577771106135,0.6898045042728602,0.7177637101924887,0.5673294659753988,0.6812021618937412,0.42143134519077363
0.8502925966679438,0.7572725000999375,0.6078031823607628,0.6492325936315496,0.615881844565795,0.49315017884155693,0.6125330309075195
0.8677908391411654,0.6345958886929356,0.9968039656301646,0.7351929070790841,0.6932917797661002,0.4477390043514278,0.3138324969536369
0.7429331628583402,0.7920538325370601,0.6679499483637522,0.7414867798097848,0.3584836798833677,0.4481670516540273,0.6192313019104876
0.7972346223821662,0.9080636983998012,0.4949057586514652,0.6565784689474748,0.47082370063103035,0.46175401856770887,0.4240278828923468
0.8503582601832783,0.7968824705650095,0.6324567976945278,0.5899170360904085,0.5252592242776882,0.4572168944239944,0.45353714170886394
