model_A,model_B,model_C,model_D,model_E,model_F,model_G,model_H
0.7413289188615273,0.8733514002208775,0.7357702849482552,0.6710687285317485,0.57646355204429,0.5563481002836831,0.3940441182942985,0.4245392013986117
0.7728730583322518,0.7831225459678696,0.8183595968001619,0.7878673396610955,0.6978188622861359,0.5857320410324695,0.4945609219880238,0.3390390632096969
0.799709034996198,0.870734573654921,0.6612164089657802,0.7756176922620952,0.5823891247168572,0.5546472506542246,0.3998337243065956,0.2818623108284736
0.7454305029122088,0.7333898441409259,0.6517534485102184,0.7199086314844682,0.5748058322568602,0.6880226936420742,0.4222523915058107,0.4491639212728543
0.8291082042629128,0.750600300955021,0.6681072141849247,0.6840326068624356,0.5172832762510896,0.5385132581270847,0.37627444404394317,0.5475836891623818
0.8092984108193229,0.6616082738235116,0.6785214310944424,0.7443035380833825,0.721765160701486,0.6926211720145349,0.49179278758587874,0.5084953493086445
1.0,0.8169980544941475,0.817246702395187,0.7099981707515469,0.6762748987826285,0.5539269248210078,0.42049808014761725,0.45567066488392655
0.7334025814319538,0.8253823104425773,0.6175941683993976,0.7846514357520233,0.70397003121088,0.4783397419409126,0.5978212838104,0.4978847573217735
0.8602690516748587,0.9107834587150657,0.6734528957183538,0.7685275662452594,0.44880717523278246,0.6322230313431264,0.547727883812147,0.4472785867622143
0.8747846281901824,0.8719711432927312,0.5568130466641416,0.5767460384296558,0.605383567102008,0.5338189309101486,0.5001576703244928,0.30702757569696293
0.7429679451348162,0.7643775871923995,0.836426068055523,0.569975111497258,0.5934174706535709,0.6263358041956306,0.4273943074084783,0.3079106014776557
0.9186827495452838,0.6750391741237152,0.8628172956573997,0.6084464741310209,0.5933714007687162,0.29134527579334085,0.5451948876744874,0.4296831471015321
0.8101672987118371,0.8361421831091402,0.703006942627907,0.7761852975781207,0.5598258170567758,0.5648062404752089,0.5762129460777208,0.4339346713633926
0.6007610348416932,0.9039324600986071,0.7059193492329634,0.5209405288943041,0.5868181442505699,0.5183251844099662,0.5214116983630201,0.5350982678506765
0.9159849612104565,0.8683756402375371,0.7810364759425754,0.718047167482228,0.7063930496992367,0.45795984563258646,0.6675130426895501,0.5257304223774747
0.7383059115897636,0.9013048953428716,0.8831624864521113,0.7148257376807248,0.43014343609378847,0.5089616141017343,0.5531065889503387,0.5105133015758949
0.74522250538609,0.7716681897373185,0.7765753604706773,0.7948362344400479,0.7991580482316168,0.5069153998564491,0.5985035788996605,0.42197172869228194
0.9187902082892399,0.7461952460395782,0.6659600914667742,0.6966052976378173,0.6698126839312176,0.5594871348006561,0.5204993986964549,0.311934782988986
