model_A,model_B,model_C,model_D,model_E,model_F,model_G,model_H
0.8241824861968565,0.7458368089786117,0.6969177888235404,0.8839532975800881,0.730846526180719,0.6740077334463581,0.52191844788287,0.4236692193122084
0.9010124361250075,0.854090364257394,0.7181009353591878,0.59731685155923,0.6693288857678473,0.6510044555684882,0.4309603899769722,0.4342975171555292
0.7850635180386119,0.6949983038582774,0.44576289772743743,0.8891011715172599,0.5352976134588606,0.5145502771443049,0.5281795684969458,0.3289839056585842
0.8795232575040602,0.6546979710107848,0.9028490432580333,0.6820602232803694,0.8392847888277376,0.6219308487979566,0.6601763135782982,0.6091400367762805
0.8261766324944382,0.6130356689162321,0.6455767177245681,0.5410203396145543,0.6408619177623948,0.4134301174644286,0.4293333785595857,0.5376714186386116
0.8089481517270269,0.5704997260634231,0.7862878289615656,0.8153793636202887,0.6066945487664208,0.58278277179303,0.6243238714702416,0.5464155884171978
1.0,0.7410502409096371,0.7270441720994648,0.6911615674109245,0.7178211137341286,0.6095613494933837,0.6569526204916356,0.41945552975583184
0.9677184963184339,0.7627591116178206,0.8614761913502217,0.7636838384094524,0.6463736660215786,0.7350186952416365,0.4255273582400527,0.27708171104965795
0.863674664739923,0.7297134401088244,0.7763198979570938,0.800957020425688,0.6613513907225042,0.48720383401284534,0.3616373966338019,0.6452917382489511
0.6195788064056033,0.917197722575859,0.7122218585621882,0.7123669839859311,0.8706469712886401,0.43645045140548183,0.5373389471600336,0.4438902491994132
0.813899077674743,0.9156601638179563,0.6463627764623576,0.6193473440901471,0.5939164286030668,0.47474291819321013,0.45240210486616983,0.37512002039799464
1.0,0.7593768441126927,0.8154993558524996,0.7761427663383537,0.5896524820268318,0.4306288642542223,0.6940031790591574,0.4916801574483114
0.8269338333360292,0.6134650315379465,0.5483701553188239,0.6786469793168881,0.6330864226298178,0.6979514500616126,0.5106236111928404,0.5667120788003297
0.9603217572053658,0.7361866320516375,0.800303327741875,0.7471572104322705,0.7285801649866753,0.719149643788118,0.4269229163393392,0.4476949443914534
0.99419424019526,0.7328750034654367,0.6258098105587984,0.46319837119228247,0.4707751684095315,0.5963073720805971,0.39242690604168595,0.5778575167939375
0.8718963915855975,0.7271436466293371,0.8609426519099497,0.7232696002724138,0.4248729822809209,0.6864152088542291,0.6161333530519402,0.5582999938516868
0.7658178368131847,0.7230852524673184,0.7518442399805552,0.6147128460569256,0.5627170443665567,0.5776815523437379,0.45002445973443844,0.34236188125979417
0.6064687668217111,0.7275108532846621,0.8001266624992965,0.8439023922892817,0.4580362755226427,0.5547745495156376,0.5115257370888999,0.38262098943405237
0.9184163208608954,0.7542029812673668,0.7439131670967576,0.7408801633603381,0.5789454366760076,0.5309819523803381,0.6027231316541052,0.5457537163279768
0.7685243997176452,0.7293030329755872,0.560476576200186,0.7025572031563583,0.6716785410415005,0.5332466151479577,0.4587170219497741,0.1787387436189562
0.8676150451887692,0.8136893937197021,0.6496413693747518,0.7272024279064507,0.532353685073345,0.40950555865481114,0.5025499742688411,0.43505443068350114
0.7250179660410636,0.8288940144476289,0.8029532194754239,0.5787273432837567,0.4787459137504372,0.5907111906464482,0.5054860161606051,0.3069168798375328
0.8234762459529797,0.7017926341388938,0.7523798674502701,0.840897097624234,0.6283622876001063,0.56025232326431,0.5754753082944664,0.40234461985664755
0.8533719054901053,0.9199636754578462,0.8538132762448529,0.8777084704131191,0.7076829198900885,0.6388217866935019,0.5662172906938897,0.4201179910970796
0.8768593581044297,0.6948509126730814,0.7760417420180028,0.7178627796262502,0.4519312275769102,0.5736380639295753,0.48513148401737427,0.4141755622092492
0.7385177812647585,0.631077081475609,0.6390440966440196,0.8376117854287924,0.7034518112591699,0.5480153441288051,0.5135077632925089,0.39477387478873915
0.9696910948761353,0.830934949993648,0.6561078719422222,0.6216566087041753,0.703159191802404,0.4771664112849512,0.46996495599050825,0.3402856350371186
0.7903105215268028,0.7111163294157088,0.7460060247666094,0.5988600719489305,0.7168370816442342,0.5715010379678904,0.3593816164509126,0.6791911266818687
0.6825530539546755,0.8249862899328816,0.504309879114275,0.6826639034443209,0.7432765929157401,0.6381094373673305,0.53290294288267,0.636746200416135
0.8390976580036535,0.5524902827470898,0.9030584742765841,0.7220655324082185,0.841629963894533,0.4499518151773282,0.696362033226164,0.3337934179743717
0.853437530902646,0.9321027370054495,0.7798889593520414,0.6391727604471166,0.5858193665666659,0.5730330896537882,0.41877094307375085,0.6082116751303568
0.8660589433171759,0.860086483661183,0.8584177454191729,0.732348247608277,0.6323857294363573,0.5875900094386627,0.42983988618258684,0.4100534509527147
0.9862132403685079,0.6428094879408426,0.5776538916333688,0.70921037677877,0.5797847281037689,0.49247923592388787,0.420070079978483,0.46291874733317107
0.826355116326414,0.6449794304725143,0.8601708017498112,0.5787407510423231,0.6216262559041525,0.5055000837949143,0.5796020350151694,0.44367260401030845
0.8380380375631229,0.9600837332668956,0.9588641768170605,0.7304507303166007,0.7747159069922026,0.5873467991623357,0.5519914025625011,0.3840251358746034
0.7396815618766907,0.7191191525073469,0.6036264501765539,0.7649242528235807,0.48692712303550456,0.450943612456452,0.49128908790121145,0.5483852343606147
