item_1,item_2,item_3,item_4,item_5
93.59793707597113,59.81996768877138,39.44960058953356,38.00495254104904,0.3175519820672328
96.11591805132414,75.78253936303165,75.98064408389405,20.186615762407584,14.043270026482208
97.1821089848692,87.58005721471022,56.129317265832576,72.14510581877364,19.377923330012784
116.78341896896004,87.9175902487338,79.02874853471204,32.95353303494295,3.51441163202211
119.11642640031371,51.50494578711678,67.3711913453329,42.38134076406314,46.949978025125255
97.42489519112824,78.07604779274254,41.65169654907105,57.3401000417669,7.197567799079877
116.47727314077727,59.249888345425845,81.36941598115865,30.872591444031972,9.958446295497643
105.36492049946634,93.52593045710411,83.26867899641594,24.88198130166805,5.3253807526625305
100.96758959293858,91.76219624530248,73.23429738898824,43.806059451622495,46.977201307071766
113.59816235664945,66.52959160513312,48.5761820244567,13.103854031314157,28.293578428992223
101.08378072356874,68.509321963994,55.409790684638864,35.6814088469812,5.951119906345369
130.86716765646645,73.08099424252539,62.18140826108639,43.675579964731085,36.59347338289953
78.42383249808161,46.208099079029914,49.4443440100285,35.950721547622535,23.010480414333173
92.27243651361974,85.03952260160865,85.38519858694806,16.848235852213794,23.858801316672526
98.10221654569075,75.90733180489804,62.16489707589055,63.91266934306018,14.83284186871321
106.59179035686986,94.55262623851789,19.44977929338964,41.55307230923763,8.7587601956454
119.01940730654633,63.523861730561705,65.09033719134331,61.46728176642611,25.06649148581902
99.63402149145764,70.71315577625103,54.7776390477403,36.09945624729333,11.823691550066146
78.66655525740688,57.402121129413274,58.876101658223284,26.79982027463854,47.25133444362657
112.63770844682506,64.9356415475862,54.47070951321451,44.0377138038274,0.9606334213534389
111.32438149212946,62.27027005897672,72.1056962491003,36.76319310507671,43.042351592824176
70.87212010930891,94.93960518269668,76.79531667830072,22.33357813012963,18.33021726803299
99.942937994938,69.52607226872911,64.2457974338798,62.04676388181244,24.48628601031659
76.14787253979553,81.8626352711692,54.91033219292761,30.66594665659006,32.49736649944152
90.03023353746906,74.28854894207294,59.37994192786245,12.396004228066474,10.546260574933456
86.457866095558,60.95802100980781,60.293994248664426,59.92249080935999,32.96372577047955
112.13897047362978,77.47549365242536,47.963549402027446,32.43552976281065,0.0
101.75245261258276,88.98654997795393,68.68392972856853,30.882641610765635,9.200157001670913
80.71613498865959,61.883609111849715,66.900634857907,13.51918619455039,6.13905788988402
113.20098944436013,92.13669186097069,83.1066185966501,66.11412229895487,1.197409814423576
78.49291264107379,67.25418617783455,78.83024670432712,20.657791191854688,16.775677428815733
104.95170685706415,72.75524110890738,49.714876236148044,40.87674221058475,25.786249522725424
87.78983996062667,87.96024684515072,72.30447561763447,53.68930483810661,30.53989997748959
94.5148437620422,70.04845764170769,45.73569925358292,46.325753995046455,23.613151358006114
107.56406122057577,80.56362289003799,70.43898151411274,39.10518532011712,10.014598026596797
107.82174098589293,75.27963756817861,52.25078701859838,14.475012125688757,25.535246567377506
120.0545361033394,81.94052010055728,44.651201649366236,27.85412746349074,21.864285422762762
98.76619450492821,44.28891341714754,64.20068014046106,42.81700507063783,34.04084251904024
104.5967629444501,52.55477277187876,19.881493077687885,28.192388950195053,31.65405054397275
93.43394016393513,89.23950509070258,33.73536638392158,43.05039189998151,20.457146208809434
102.72984823934196,95.55772108473576,57.33762174338575,50.22615113222713,6.5412049075811485
106.59229072012768,66.34269944702719,61.236626499522636,54.437543287001525,10.205747662518787
98.52535228818437,76.33957471743298,54.46021844762717,21.60730963280975,11.7531596054295
72.94374273861256,84.42078879353453,36.30845551923602,72.94969082468431,15.271004991256163
104.97206344496342,90.39826402488056,47.73162236792242,51.51219016831196,24.0207564138463
105.46842216033185,49.58484092493727,65.8681399085609,39.97428769496404,30.727615851920874
89.79739785478074,66.70939629532434,68.72672655942544,56.343048746149606,19.233219604769335
80.73419445891228,75.01130930225187,59.756653236060885,75.4811165799996,20.241871818507086
122.13818725755948,90.54710295854073,77.35250671555482,18.419198484146957,22.149594575000055
107.37168266341602,117.47645725582242,65.96095535188851,36.6210603626297,12.2614203030149
96.56378453617435,76.57991409785423,48.78816519062681,4.323525101900074,6.119116135355659
82.94450675278769,58.89533806844017,55.79246919882574,42.88977298972037,0.0
87.67277757367981,86.03402115801947,38.95700764188218,45.48091362887711,9.572759628846914
119.53885595179347,99.81493684311064,58.37791514412875,39.41256826835861,27.097181799016806
102.0649291130207,81.62021181469251,76.68150928832009,30.181996435025354,9.456328429406488
91.7411939949894,66.40027182268561,70.27935127066452,9.25728225717512,16.432894438610905
107.64533846836984,94.36990912220028,81.03013988878683,45.603005251176526,26.996469311184754
87.78402718830515,89.95318427747652,55.456721343015104,61.831517258729875,27.81034244634003
122.51264545420568,64.60878733706564,80.19149691771386,31.13472316399852,3.8070072175094154
120.29200802345088,85.72138426301512,57.10043660328045,46.600898935347175,34.95589034680462
93.00138893195835,94.95898351488309,82.0737762385484,16.47783529869924,36.91025134033228
90.56994629453709,97.7283506383834,59.67214878836815,46.85819595538771,3.0522521417216026
60.7280020196158,79.00326537035816,70.60847060706415,34.09926553383014,7.642446955382688
77.77628842672948,74.62880830731022,82.12668546464784,28.563730740956284,37.86636024719287
79.90795337563365,98.40910733121893,57.098585571281916,28.594545381758042,17.797197181170485
102.02785511481079,61.84759245528672,63.27583481316261,34.095826269504855,0.0
95.10649443337961,86.57868936381509,79.33295137809453,45.73649973538803,0.0
