loss_A,loss_B,loss_C,loss_D,loss_E
0.1216624975404619,0.17259714091136208,0.4112300083591439,0.3756729179669922,0.9259233239786799
0.0,0.24701896576229943,0.40863843343703576,0.5284335196476792,0.9146440870400728
0.21008213984226054,0.1785462205089809,0.4022354417395996,0.7879166364900945,0.7026621161972966
0.20613709648731338,0.32559655534558657,0.3244864628026606,0.5668217966607946,0.900713333647316
0.15320061988219433,0.20217277975933873,0.43723453184818106,0.5076120035591027,0.833614496302623
0.13616610612470167,0.49150560678066024,0.39393923631526906,0.6052062271015318,0.7772523740046593
0.2761188124867374,0.39405485943435964,0.15705513099977325,0.8317906338163552,0.7176064513028001
0.09996863273882253,0.2962574030632215,0.6552972024501664,0.4418317752793974,0.7280890548550815
0.0,0.37769862633197326,0.5588769654216673,0.5198690088360656,1.0049812095785926
0.1449473912832307,0.3855900424357309,0.41236992750750046,0.7747431683179626,0.8000682818957483
0.3086047049537114,0.2186052511941757,0.4518819049740599,0.8107702343537733,0.878213000153146
0.0,0.19337827554580356,0.3328345652682439,0.6146568775709716,0.7209100618332447
0.06385372333060144,0.28281430629696475,0.6195722877810866,0.5010947297473357,0.7220147053778362
0.14164460381014526,0.36116361244979445,0.6397288694773112,0.8345843501809159,0.9081984809249943
0.09460951509942608,0.2889060398653418,0.46566937282465254,0.7844442391749197,0.6650423788448468
0.001769641962268545,0.11730035178090029,0.5523530644185346,0.6928946987762233,0.7584786232094729
0.2121857856230471,0.19471755560491577,0.4675286778933925,0.543759765106258,0.8034027411072232
0.33200407220172595,0.2676027136405622,0.316327456112407,0.6200970659161963,0.8111372601840053
0.11961314590239074,0.267433439567417,0.4088176631036343,0.608963991895517,0.7820906714983844
0.009593171026399977,0.47225421767898085,0.46319279667719576,0.6580851304615578,0.8395819781095923
0.0,0.1364012057601002,0.40454522812565563,0.7701001438131336,0.8692855755817812
0.1257975981221181,0.3255589241835875,0.4281346722564965,0.7129417041137404,0.8734637545459331
0.21038773433162578,0.42391131083282896,0.44086004424908865,0.5172623923015242,0.7014196191332174
0.14751677464953816,0.5021449745422797,0.4419121502134539,0.7626496450019538,0.7715844902071203
0.09975961590811462,0.23456025768160388,0.4552258490497484,0.6563132140013155,0.9194762861876938
0.04107283482106938,0.32414294527202003,0.34393949336033997,0.6937065795858917,0.8894647187573873
0.0,0.3319760357198647,0.3782983850872064,0.7716540859278603,0.6627140548518936
0.1834751326324882,0.2945481731553291,0.3215415734300031,0.5138419750486449,0.8351479900352202
0.19137716213855857,0.2651154798760694,0.5477815549686201,0.6214174421293537,0.6021774750625191
0.0,0.31859753895000464,0.23943530581596761,0.5718545448640785,0.804693490206037
0.2589838978180684,0.02177539147803148,0.5653590343316927,0.4682140574634544,0.9897767016745977
0.15740712208940014,0.34320694900626314,0.5886349397262844,0.659670997760492,0.7052107282731014
0.23995946451457936,0.2876177903661967,0.4197819413017379,0.8761556551584424,0.7165676954508419
0.0,0.2527525103221735,0.1896862912172702,0.44099222554942474,0.876402978157286
0.0,0.4796862195719558,0.413868943803271,0.621771938895053,0.6457198484790354
0.0851030690232703,0.2075065981209448,0.4435815838711181,0.6890542935074774,0.7367244970114961
0.15027844268951943,0.23469240109349693,0.34894017800710875,0.6373078201656182,0.8596441137581753
0.2796360822926964,0.4741553302204734,0.3984781606191758,0.6136871947484259,0.7365714152310597
0.17060789138151317,0.19179386951501437,0.6030195198863352,0.4950783636554176,0.7764030012789029
0.07573187231879668,0.21998847170634614,0.5164927162301741,0.6482786742940163,0.8744185710315036
0.0,0.26029745765691503,0.35754358856219004,0.5493236022984074,0.8421546083536562
0.22300005727191502,0.35907344821295495,0.29024008304045684,0.40600782950214465,0.8266818396295402
0.0035294574249285227,0.2957802507353314,0.41729826823902294,0.744459222051373,0.7660877720729962
0.2628468554772322,0.14573746528477374,0.42865432206495624,0.7208385819842043,0.8370061115268956
0.07156153503934908,0.22178314368728108,0.4996199187363317,0.630166097685108,0.7876267319900244
0.2590582072617851,0.2142645566787789,0.3964683287432342,0.6479074688205703,0.8457805609925785
0.16789312900592784,0.2672778954776955,0.5011499575361862,0.7324318012715562,0.7503067974882022
0.08630045105575418,0.31758436586298294,0.643515404006023,0.6474339656778083,0.7817431025620459
0.04806036281738734,0.3168205755887972,0.5315501022444263,0.7154017554761314,0.7010042207447986
0.06590921226539202,0.0973988245951598,0.4451911492669228,0.595251779912615,0.7964992389993765
0.14283166923752377,0.38139409875608565,0.43168495289467057,0.7561983738573946,0.7188999136371156
