distance_1,distance_2,distance_3,distance_4
4.651832733499459,15.41011947694632,27.58507784008791,49.03147310097519
8.445822285371678,28.6558481588365,30.91158801697433,52.70143972017848
1.5818285885680616,16.822950598856316,29.33084821596823,51.116404566276856
3.6313537391661965,19.793536564963585,32.93760494056032,44.008039375239775
4.928648235253058,22.780110484211455,31.306512508352185,55.420991220217715
5.74798978759394,17.043576055990528,26.864975395666256,51.05151520110998
5.489135873539613,10.767134760977914,45.11295115284741,50.99196758588743
7.180028876112899,17.856727365417335,41.262703655146154,49.95408823307431
9.219197548208687,25.1472027796352,31.104902892400073,47.4112127638889
6.96317057825484,18.315524366074307,36.36210698326805,51.08901169874363
7.267927617546093,15.767828492705107,37.08732544910647,52.377942179642915
0.0,24.628361047513607,40.95542927386738,41.26552154327223
5.251138495828402,18.346125519884737,30.906974866699606,47.306195813269525
7.397537740008043,17.449195931748914,40.46053391991213,48.72526514798205
8.64470597285225,20.74728044831655,32.260473478965324,51.28085302847139
1.538246128831029,23.853751048093937,28.320687979156933,55.96655502963563
1.704803625556775,31.90856765866273,38.62068279657249,46.14129592701609
2.1294966235820083,24.136180538287114,41.45379212061214,47.51019076591079
7.682069499456716,25.79919983194172,47.939544867653424,47.43732944676725
10.169405274621042,17.470169005060722,29.001373674548933,45.99236204947729
2.962699463541992,14.870659470152619,38.49459842540394,48.26406752443869
9.539811568135246,20.311656748095615,32.95099378103234,53.854011099939854
5.617399045822971,20.53584957629798,38.916793552620156,44.730822523178276
4.378571114187818,14.607436293177013,27.647552243843748,52.139071975764516
3.943078850910155,19.123527350479936,28.68615112150718,41.490488849908324
8.733056823010786,21.996588008595655,31.12062588416758,47.19331001778897
6.627889083935351,21.8019669750904,35.39482022834042,48.35255349891007
16.37912713823819,22.521439266921362,31.794593667308224,58.37429836457032
0.7388767850133791,21.454823650687214,38.2952717195671,48.62598847623656
7.590508510149879,17.464956703649722,40.13447309128957,38.99378263274541
2.3539949509424356,17.430496866755785,37.99788770622678,40.00555546569375
0.6535650650567808,14.00524301003062,43.09393819830434,50.1701479317334
4.945664314825139,28.923875195925476,37.079133147276714,53.068854278949544
5.68676239703518,20.067251823096466,28.915516448299165,51.877279288136265
19.590867775300463,18.87573472102574,41.8168825676917,50.83785052900495
4.07927092158399,15.356039592737705,31.974218821970013,55.811297987528334
0.0,34.678289511638894,39.552092498427854,47.302043896314345
6.3650535874719285,14.633359838885521,42.868671082775535,54.474552780134125
0.0,17.855760371969634,37.283440053651994,41.83992557486791
4.5402160869786705,22.079184181430303,27.519205934176753,45.47526083530967
5.080126411475802,23.00106482872139,30.40893916745104,40.96479302534092
8.973001914726057,24.789660276078422,41.613722334425674,48.625773496651036
9.868111247139234,29.038042538846316,34.15438657178592,49.76869391366829
2.4821519054614125,22.53078827730356,35.39786767471083,50.5705074611326
4.246929926850335,14.719846000166662,38.79412208081805,50.309416764435674
1.1693958469466454,18.715274374391093,38.48161431040162,45.36223334594136
0.0,21.539161862569426,36.3939990619273,49.04879577793392
6.549473896903173,30.34113020752912,33.95665814389767,42.51276665697126
0.0,13.010972607878514,33.43665777133821,56.81614487566125
2.9268654971406844,26.012882526126138,39.28949412645672,48.481869635509995
0.024130200503813093,20.899571847732084,37.76784765533897,47.555569404781544
7.748415931451298,24.189152676147405,33.713499996911054,57.944701642220416
14.00715049633244,19.49002641682034,40.410561564965704,43.788767332253855
0.0,15.787836849368368,34.35482942435108,44.37206442984015
0.0,23.75436389700666,30.741689128328034,44.51889837565717
4.375565573249663,23.272155135528106,31.205146505483278,49.66064309150259
5.0784889797887915,24.86028482869861,30.10629581845117,52.15815814818799
6.093296533786488,19.933476823106822,33.63794991698156,53.69837734058917
2.7683974238282754,17.000889883400752,41.168621391680965,62.85997658747485
3.996803505872841,12.206065024880793,30.974524094847457,38.752837728996184
6.8375520527030105,24.096866340697034,35.94237880509051,53.043677945622086
10.202154463224193,22.11944741221993,31.716553271862935,47.214347137138844
0.0,15.171086835680203,33.69845479364281,47.067924255556136
3.155302804842689,17.307131633516878,27.44979394007374,46.90113935873061
6.069043969705317,17.666205940242797,33.897308854217314,45.456151645960134
