distance_1,distance_2,distance_3,distance_4,distance_5,distance_6
13.422624173017258,22.522960466486886,19.69229278742354,29.23411377326365,37.64243896509727,50.679297120408286
9.211486635069512,8.459437708705654,26.767097317512153,30.730241468013823,40.72610819830587,49.73747465730674
5.115979892786874,18.880203596779733,19.927306081544526,28.230689431545194,36.387935075780234,49.275607190260565
11.755078762435001,20.997432134861715,18.71825740859398,33.91326775738746,41.03681340711783,50.21520435425194
0.0,10.856728474627149,19.941831316527203,37.624662726516206,33.607265315006,55.11420735775382
0.0,12.612431905698832,28.59316167077106,23.286140130594795,38.56183289522519,49.047769070353915
0.0,8.81845376313115,23.06521687188476,34.04719265321126,33.81873067535941,47.12958711456365
1.5029272993835625,12.982694294598476,22.10374487321544,30.616641141404273,44.46961616595629,48.59437257555957
5.808492633523764,13.817050128285345,22.449972506494742,32.566971959833445,44.58294669879826,52.89673379878388
5.514292889661671,17.298249990411854,29.460301671632614,34.29497000837146,32.34868634757827,57.06013439271625
5.746709555299402,19.450917355102234,19.25414136698379,31.058987806135896,47.66942872750286,46.85928130415411
0.0,10.259519676891765,29.57754145470052,31.482065732971098,53.48707563209927,50.49466893514442
9.01577371307011,4.163374678870028,24.05248149460752,30.930624162226806,41.23003193368171,51.691787209679795
6.19813759119499,13.893776103618789,22.197903090123262,36.85158100894141,37.79442869887678,45.037109966355885
8.665271407329993,15.467687649843203,35.50450248967141,34.093799800637484,55.121652955015236,50.10208583606459
0.0,15.247088438425209,17.721802551007016,33.1029176886868,34.40515750848745,42.671630713289524
6.5574542939889495,12.36663376245478,21.23157120216497,25.645241394538587,41.100532334345495,41.154748481303
0.0,14.623760498319673,16.837843804179997,30.107101283934227,41.898111363159614,51.83373203946128
3.0133837372431906,21.577224041761237,27.762309852680847,36.493345801695874,47.72573810226207,48.080626293346086
7.671824493181917,15.908670844812546,31.445944668258395,32.18848286561961,42.79869487563394,51.0114020381061
5.455468031279566,12.133157874984578,31.349613907023194,35.297657347945695,38.50683052105774,49.91052511495825
0.7423001011034058,11.49901091452002,29.11974376573002,40.83255900163817,36.24407814806022,45.117999756681016
5.0313657809220915,13.150738211611348,22.01189766102017,37.19303034604408,39.29089089876932,49.773728490178314
0.0,22.183699809153197,21.173795112550767,32.46579168849871,35.96536319527428,43.83449347492572
10.75133697949148,13.083496452369014,14.644151137529676,29.445054149021363,41.23912659892341,56.954861790007
3.9735799025187437,13.90102827739646,33.17936767590896,19.23225201972051,38.179019100697566,43.22014827570018
10.592749721276629,11.588432145318485,25.34489039074234,31.158075387635737,33.52981103355125,49.021073645157095
2.367341564519785,19.494916787209824,20.540215475652584,30.369937520915755,47.27572894187452,44.78864205976376
2.3821200579670854,23.799186273723375,29.64028444493484,33.951830971976875,38.5116373828548,52.85210586680398
1.1790660668107678,16.25306524715694,18.136177416199995,31.230473865126562,34.659315975123434,48.34284314359249
9.380869658465377,14.413864518927129,25.03311017111337,30.39807470281603,40.15870432756229,47.40666640189395
1.4528442133576207,14.183914165871174,22.136854328545827,23.1030053474639,41.3418578298383,54.26600772525777
8.222977162075882,2.078466056071271,26.193385699401503,27.30016085424967,32.267666372104834,50.147152958387764
3.087738011653549,17.725754321424088,22.68213230406939,34.383255204002786,42.658238335628816,52.58322222967983
0.0,14.670832079979217,15.74536054444388,40.57953815566347,35.76421215654868,45.09337031741268
2.1484296610676696,16.141710253303625,23.37788186335019,31.512373081271882,49.55514404595394,42.975915280362464
0.0,10.442689029581476,28.24432070937681,33.63905536787062,43.619802560383675,50.53603981020067
5.169513618411687,12.077715605114541,22.853917970730073,36.76239078476403,39.000500049453414,48.40576822252634
0.0,11.944875317484135,26.87557560794543,27.945530318998753,37.27416114841325,53.13217336226972
9.629875503573084,19.108114920365196,17.772352571629735,33.834070216427214,40.47516146218188,49.600457736687254
4.544620698234864,12.106200816984533,22.86869603365074,28.297549468339206,44.06395370791645,51.02537669617315
4.112020026206305,24.413301610548988,19.877447724557115,36.32412219245506,40.872529357074,41.883087350293785
8.279460688937913,16.154312095075188,26.734904200523548,32.757015239758665,39.91420596431572,59.44218469807129
9.819534670379312,7.621586700021342,23.15745781130998,33.4922590699072,41.291851454089475,49.17879007483984
4.899506241151742,13.357268533740216,26.450368381683063,28.087007012907055,37.980705343815224,53.487934851696
1.143998502253547,10.741624389217922,28.43855213078933,35.53516179805393,39.28397036578481,45.81954164890187
