product_8,sample_id,product_4,product_1,product_3,product_7,product_2,product_5,product_6
0.425467473902914,s0001,0.40072738887871084,0.9165125203300454,0.6684137598624386,0.5319090315332243,0.9849273544385395,0.7469528346444972,0.6263294076781214
0.2800346204835768,s0002,0.687012017767656,0.7076298600554553,0.42599745254304844,0.421439369279079,0.7532742746743797,0.3632804756576885,0.5612189697336767
0.34125117099941255,s0003,0.6053528127400398,0.7142652931796394,0.6902566301854244,0.2944174981441047,0.7512916359373463,0.7411190532750646,0.2756945400986991
0.28541156443481,s0004,0.6389404829247096,0.6435071445955813,0.6725926638163378,0.41390494963908353,0.8129288188667261,0.5925751631663226,0.3318242665582935
0.28818947056208266,s0005,0.5839521798296172,0.6044587976031266,0.7653067533185475,0.4479196206962044,0.7884530796505282,0.5618021052590215,0.39730010546229577
0.30072188095845026,s0006,0.3988797963035708,0.7724768162040303,0.8805817263317401,0.41284517195525106,0.7627405589047701,0.5169815077651658,0.462391068252947
0.3538524704686855,s0007,0.45933294679731634,0.603834851958719,0.8083426197919814,0.19364170374448578,0.6613047109323258,0.6113870278812679,0.5115478652787759
0.2837642311389665,s0008,0.5607224295480855,0.696599858271545,0.6687972477817226,0.2779504581510446,0.7874989921904565,0.567709946203576,0.3872075819165171
0.4572147058626663,s0009,0.3895721925360992,0.6416774898730941,0.5850335259630386,0.32591231217838096,0.9285546061243604,0.681803604647713,0.4784586396795715
0.24217836308336382,s0010,0.5830848164425325,0.7373412171242449,0.9530220971621917,0.3432208328235268,0.8748941610923547,0.5828961813122647,0.38424366999653137
0.31295192888917833,s0011,0.48775243360948023,0.7228094450783006,0.7016079602386545,0.4127313854885992,0.8996708191407966,0.5865035925922485,0.39863018293266883
0.28766598747789673,s0012,0.474302892670334,0.7931972289753957,0.6970790460285002,0.3684342758268568,0.6892305888337384,0.5351121952246751,0.3191158535470414
0.4763368817406875,s0013,0.5828809702456429,0.6384415946641311,0.6932736081262053,0.2171297398625213,0.6413916744509989,0.565778854073954,0.3674586386207732
0.35129457095647165,s0014,0.5562113045738977,0.6624557410202686,0.7154945929139911,0.38868396083412776,0.7277734644668921,0.6022535933352666,0.32461350267023026
0.4348235472521777,s0015,0.47568835684338573,0.5915668629713751,0.6812500756448113,0.41172275026191374,0.7459246477057264,0.4004565771803982,0.36219463793413037
0.183083056001617,s0016,0.6277179537617186,0.6450139085419946,0.6383199161491819,0.40664322052663543,0.8497713083239518,0.43665487423548943,0.5651461428926476
0.3583441198922401,s0017,0.403678640665304,0.727173283854091,0.6410002227131664,0.4587422482889936,0.571105693505375,0.6457998258483323,0.36484207434866933
0.42060217286765794,s0018,0.5733785341197201,0.765142096214141,0.6924107898156058,0.4340563911884218,0.8933071884229183,0.5885599602588549,0.7230201697156027
0.3398674922328566,s0019,0.5710950992221321,0.5972267021318433,0.6413436397238291,0.3965821836563751,0.724551366618958,0.5530750828107929,0.5091137533199526
0.43818713081184935,s0020,0.4808303294938947,0.7764038265601718,0.6244015385694892,0.34364760458766674,0.6976640494821149,0.5733168097526,0.478265575601351
0.279910248295277,s0021,0.5443982756495055,0.8250070204301009,0.7063291396063953,0.18456808238193229,0.6391417189508402,0.6062315869822279,0.3739461852137423
0.4725738373238722,s0022,0.3866736157867634,0.7307867248719758,0.6701883950951201,0.39362599764679,0.57486648929028,0.5174974484151246,0.5298129511727628
0.5615289056672392,s0023,0.6041876753459838,0.8771228158054124,0.8460854156954745,0.37143294444984254,0.8226692148730483,0.49364294390582947,0.40221818060808623
0.2953552372613483,s0024,0.4932947597809948,0.6120643146392485,0.4305891359979044,0.3778220594530688,0.7476839531956974,0.591057941955829,0.4719829446963998
0.28708884116523703,s0025,0.45951267137338975,0.564977764218464,0.8048368020294518,0.22298931815150047,0.6113560665027515,0.47363613868455756,0.7157904170587431
0.47697754101708434,s0026,0.6166858960089827,0.5115712096591779,0.8202946360869685,0.2425585216927052,0.6108442792704953,0.612298692017508,0.4501759732593987
0.4895963078783855,s0027,0.4413506043710178,0.8390476656985241,0.4883470935963906,0.4559794610668218,0.7067736865478441,0.4012150560222767,0.5747092958604312
0.27935309058998736,s0028,0.3709388437889377,0.7548798001850116,0.6614173574291707,0.3467086603478659,0.9072543090057963,0.6743889801786251,0.3894643207192749
0.2896204115957285,s0029,0.35612205607290337,0.6838847674585603,0.6585420302376265,0.4188142454707939,0.7143930213404964,0.6187331646873651,0.4562831141821675
0.30346063241926347,s0030,0.5723859685598577,0.7174400971815877,0.5549349473654235,0.35349601334657754,0.5900378611650463,0.5970763898774483,0.6368620267954146
0.1971940422018865,s0031,0.38374203817566543,0.5768943298197681,0.6179044480781181,0.35363978968310594,0.7157778500682624,0.6697425148406122,0.3970852574530869
