Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15
0.7537966147877543,0.7132086294491511,0.5354328511943649,0.9431777692945517,0.31812368910962985,1.2571087919497557,1.1183868933776437,,,,1.7963354723352238,,,,
-1.5649563730628246,0.28409216854346847,1.4206127504014674,0.6378813543985667,1.667318779096631,0.16284863115163029,1.3676240017367396,,1.2189900141159218,1.8569948979568367,,,,,
0.33604260845950684,-0.27376006345201986,0.5467595000252142,0.7524415051294915,0.7071294702196561,0.25298571897180555,1.4841318343344185,,,,1.7907348585722538,,,,
-0.13160253484981888,0.9306008757144727,1.02289615669735,0.7010861218653153,0.25880468142809476,1.1504562974844,1.081785828236028,,,,,,2.3616968615908585,,2.8362788433991515
-0.7932802764179785,-0.3852247863958945,0.7623080541794494,0.12833382841024987,0.8221023391587743,0.6382284728406501,1.7869697813651992,,,,,,,,
-0.45936833511015696,0.9481864545202079,0.4972447411041788,1.0782933198061386,1.3846212815281924,1.7961415924300754,1.3374073052779694,1.5586777132629406,1.6304897912251943,,1.6421598052643818,,,2.8147687418449694,2.5994188281581154
-0.08447231651072905,-0.5121924187739423,0.9847629288453772,0.5207620302028795,1.4731710306302621,1.334526113136855,0.9054078948637004,1.2279148247421503,1.388650303428874,1.559481296778923,2.2755952050990444,,1.8410624735272925,,
-0.12026016413930027,-0.3499120227271464,0.7582781178102019,0.5248380865208688,0.6100393875252722,1.414263255890883,1.7467280653073862,,,,,,,,
0.2185948125534922,-0.1221870830017828,0.7112241841425616,0.8074771973672488,1.0215022274457177,1.3944095353070027,1.1850937709008817,,,,2.6162110632339335,2.3119114129898617,,3.0354376923379447,3.5906779206024866
0.4546314807313896,0.1894855302276059,0.8934674331014842,0.5780794689628931,0.8944439847437932,0.3391973083934591,1.4227106314963582,,,,,,,,3.71752489404685
-1.0651110730043376,-0.9279854726960758,0.5887522477835907,-0.1647752685587951,0.9097004307702903,1.4634404915343915,1.323492184730583,1.8225188363902358,,0.9883736829960028,,,,,
0.16787582694170688,-0.2795969103483559,0.3100909978876387,0.36282748375007634,-0.04410656487671305,0.5561309412738332,0.9102417417769151,,,,,,,,
0.10869045828088399,0.0049285552178642555,-0.04822595787715189,0.013908364621802671,0.5296900014734819,0.7306419817949239,0.8921023685644532,,1.544735383221531,2.3081253690400456,1.958442570327048,,,,
0.2229600509775897,-0.8281420278262793,1.0238771700891105,-0.2662662802220631,0.8948648715420535,0.9133050372945012,1.420241318054012,2.242360897116078,,,,,,,
-0.08945691652152138,0.9432553918947274,0.6474095099746775,0.4598481911497746,1.105510289914018,1.8288658787504428,1.3105306514262378,,,,,,3.4959745060154326,2.5063846912540266,
0.8657417096069447,-0.2821679331349203,0.9612947992137078,0.1487723122974159,0.7243629405089309,0.8591149737512896,1.7000660962128273,,1.7725073019428155,,2.343642191079005,,,,
0.05850909451496267,0.8669206122357086,0.5476019261595972,0.9601729568994288,-0.19248432147000283,0.4003058584543786,0.6461581429108717,,,,,,,,
0.09050337675082804,-0.06832082828194988,-0.778810223649302,0.3670175697917133,1.3720303563156364,0.9780023252315697,0.7904860651686292,,,,2.3433574736485157,2.802560471525899,,,
-0.580828083217935,0.08505254379449409,1.426760481304373,1.044289129283658,0.3991792195656607,0.9998695982851417,1.7370716836003859,,1.7657555956180377,1.8179161732434268,,,,,2.645740710773956
-0.6446580623871623,0.7834714547358193,0.9390725318969491,0.9478934068328887,1.173476844578362,0.58683911725339,1.313925352833155,,1.5892987698572503,,2.01628847204094,,,,
0.15271107244865223,0.5412556370122374,0.2405975872712501,0.45538726342996005,0.7812095450852057,1.4628028535064355,0.2506291499586091,,,,2.733384937506286,2.247318773960105,,,
-0.47727883114237496,-0.08664767054358294,0.18860515438291847,0.697065783845098,0.7277865688132223,2.013749929728233,1.4621262112841422,,,,,,,,
0.16569284088616756,0.30941098317124505,0.9663934154029368,0.9466613210739945,1.4578727835826517,1.571328548403009,1.493055060989672,,,,,,,,3.5089444208290113
0.5464196465421037,-0.2817526816978976,1.0779799820169376,0.8439126305870137,1.354843484118608,1.0119373790543669,1.1396931004808153,,,,,,3.286850791212637,,
0.4434432862687457,0.12423190118689936,1.0706264006458763,0.20988391808670126,0.018248742676912788,0.11445807668134045,1.2840865026887673,,,2.107751864975499,,2.3078551007660444,,,3.3796956130244653
