Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15
0.2531194853701174,0.687950038614093,0.4613788184605761,0.9322647894105757,1.1747023079772227,0.5935231819916451,1.189633489792683,1.5373361938430048,,,,,,,
0.23294951149654097,0.15633949388696372,-0.3909029508065503,0.8315697747473603,0.007652722701116832,0.712848013133373,1.4929671860324998,,,,1.9142452725482015,,,,
-0.27850891158435165,0.7513046764932952,0.5751987549592374,0.6099424064990144,0.893516844304143,1.4285174402135543,0.9688243413774511,,,2.3296135950772334,,1.9036374682783495,,,
-0.3622774254579378,0.5196309286975029,-0.07977220995899564,1.0563372854128965,1.0674776194306304,0.6176769070685837,0.8309357132275428,1.564837927239022,,,,,,3.3521766939101116,
-0.14078392270348142,0.04826365132228655,0.3457180357155709,1.0928883046970226,1.0663102296681548,0.35015992209718805,2.1823539088002866,2.083902009702795,,,1.6528312121955069,2.430195452957144,,,3.3104074501379803
0.028895586819146047,0.6797566491936613,0.47765986753645434,0.02738153190536141,0.5635708358900227,1.077602350985453,0.6600218566995247,,,,,,,,
-0.3642594943100466,0.854895315074729,0.48405807245819993,0.2802033183581274,1.2087275638838435,0.9932139907490546,1.215427887096025,2.2426436208167013,,,2.6340092592740763,,,,
-0.03367436721826695,1.0646470899198508,-0.30919225828034763,1.2276067017810044,0.6383952857211306,0.9017017804552713,1.2182934125768152,,,,2.305787345500775,,,,3.601262221171832
0.4361482584078917,0.5671668513759074,1.3073747381714813,1.0555151550726358,0.993594096021885,1.4896180071753757,1.7587021913939473,,1.8595536018131118,1.3998539318479777,,,,,
-0.1732794704690918,0.48481009930412566,0.9148596242320115,1.4952207546694387,0.6762157147266761,1.372959176138629,1.5154000200390594,,,,,,3.287242773289193,3.02318091393884,
0.17029968533643314,-0.6156131885381484,1.090478805891408,1.6363116402247855,0.8142060057437046,0.95783605975458,0.14199775161004813,,1.7992526149351826,,2.3154183943027027,,2.498670734107003,,
-0.31517772134125166,0.502824153368887,0.3058134074551094,1.1563654931608949,1.191665228036308,2.039337743004128,0.6226348892955038,,1.7883198844581654,2.451684520161934,1.4420018453561592,,2.2130324020913736,2.2856031446410032,
-0.5407238632899417,-0.007442241434550134,-0.08185603171268391,1.349705633772036,0.23317948271449618,1.541493715383253,1.4978716336479527,,,,2.751120260794685,2.3621251890389514,,,
