model_A,model_B,model_C,model_D,model_E
0.6816130700183379,60.26816160603826,0.5486430189087541,34.32348217883574,0.37732487544258614
0.7188233272701133,58.73337241549813,0.49758961844159,46.09140675822633,0.5256328471979584
0.7389169810223448,62.57117840551175,0.5891915538151387,26.69147060746993,0.3499673154195759
0.7000708627680522,64.84825278623636,0.5441125068641877,39.257097074151176,0.431027631116912
0.6709401522656866,56.44555207134999,0.4664551079607956,71.51174252502648,0.4677350506739697
0.6405884369512015,62.21865742182223,0.5373394894963017,52.502223934069434,0.3603219051123016
0.5607351242216746,69.87322505646523,0.6604594579368389,37.185750938326464,0.4109837593199922
0.8283379165046652,63.29539639206047,0.5582538096882674,60.04165940100396,0.4461102777681173
0.9205529568265414,62.4278290212432,0.6026954748256131,36.07956439222866,0.33990848064558726
0.819933678092825,66.94180214280794,0.5122946899720908,40.463048468645276,0.4615765164989993
0.5740934374069253,68.6670606085861,0.5852064010151614,34.511485900707115,0.32530139165445604
0.7787016569640891,61.373841813870776,0.41907854695168195,48.56079878666021,0.31249124210395085
0.8023776301620816,57.25818942921851,0.4900279500580207,59.686296220971286,0.22729589391795424
0.6596562301378641,63.892033034742354,0.5297331391434071,36.009937674401435,0.3296537656098941
0.7488927239639028,46.060362701767005,0.41236640793734614,25.39556962590911,0.29844972981297785
0.654369696747738,59.89678004496145,0.4569783281107727,56.909666745194194,0.33991260437450255
0.852892899481374,37.28440091685739,0.5713111768573891,61.5380050108768,0.44119926319144875
0.7365370922215313,45.242082165635,0.5529831916288032,26.04919533585267,0.20743257466248965
0.6082844508628951,43.73814150583289,0.6206365424657708,50.60054341446444,0.18253291054128912
0.7669808098009337,72.47351742453051,0.4799488981814835,48.265053521152886,0.3050920783348717
0.8058780673490247,62.13981815969325,0.545760222600524,38.12524695112245,0.42612304935866563
0.7198131651135875,49.37950976783665,0.4728132589116171,32.05644333330767,0.4088864947019686
0.7479441691743268,66.91066043445356,0.6106128549109325,55.91750345446556,0.3034937667089074
0.6930246570771201,71.88654479366518,0.6590746116025247,47.79070531457195,0.49694082321564614
0.5865719546853766,67.08485556147373,0.5883324827252802,48.54426457426721,0.31415900648816586
0.6848266241579491,60.11289871507414,0.6461194276276582,39.78230647166799,0.4262453986127126
0.7523039632963557,64.32486618419367,0.5432499862887861,37.98090795550043,0.34372136724658275
0.6871973132016762,71.01496533142732,0.6205593834995176,21.450264587260534,0.29312236490063437
0.7800765426739591,57.30754162337344,0.547541774261246,43.71971970215121,0.31949332118852597
0.6607818438802415,62.298669232578256,0.43750719334142313,60.388263794542226,0.45340003848135574
0.6673409172549172,59.428069553935686,0.5646721388698606,37.09745579951346,0.4161025145142755
0.7831119997993904,45.86584147347514,0.440470330620949,30.775853057332604,0.4768102663776542
0.7221852516803045,71.16568180644302,0.773912895156891,50.35664566457002,0.4160986082537081
0.6588278418844408,82.5727186499401,0.5065911841224665,52.20079998446336,0.21888305368257802
0.8033805376008624,53.2620537875881,0.6045037855448997,40.140940393188245,0.5914414834308792
0.6311264282049471,71.626802348863,0.5387586780474405,42.512355353003585,0.41751690140584685
0.6273051040982651,53.58006220238399,0.41663865759640933,48.639031172187586,0.4314671554388229
0.41705511889359254,63.327878150770644,0.35014769699354276,44.444505313706735,0.3423162320503439
0.6446031451422553,77.08012273789777,0.6149013955074131,56.00129335753982,0.4913178293300708
0.8308716678922282,56.79561014607889,0.6949340926771059,70.37242575924219,0.2706892439399878
0.49277073138275607,61.853135856081266,0.46651962927896407,28.90836444809544,0.44098290776634924
0.6048079859770782,43.98497003491923,0.3743307480440409,58.2975513055798,0.172036671775296
