model_A,model_B,model_C,model_D,model_E,model_F,model_G,model_H
0.7654505752723139,60.88509212874888,0.39433185586759173,58.07994039860387,0.5440397280933039,38.56996244916263,0.14726787784977224,11.14969151725137
0.7093158779917652,76.41805329015908,0.4978405937442396,23.543295617275042,0.26184768383353724,31.51218343995139,0.29255161387753775,20.420255015353185
0.7175174949309002,58.384226885566065,0.40858292408951624,61.81271951619155,0.5251254656954613,30.9450765304739,0.23634317605871316,7.7255716452349805
0.6034723660400442,56.952805898128844,0.6193349323686057,41.9333155812308,0.30605855683973093,19.517488362809477,0.2945447282056932,14.730581921495615
0.6928416528397502,60.4296330940737,0.5818572885991153,51.11778978650494,0.4854777814276656,27.699746920859937,0.2238498485695272,0.0
0.8131578451539523,80.53410797899828,0.5759535943517868,52.18725838104466,0.37639789642455596,39.70101094012653,0.0,10.300895305428517
0.539047901691902,66.4620183628948,0.27956530647852945,53.35341154197796,0.4570768806435138,22.23463655458628,0.3379913410425699,19.674887211299776
0.6302690849300973,62.19081627779768,0.4874541585793105,46.61908104029997,0.38488691833051525,29.67449776912285,0.4270026382478276,3.662651332919303
0.5184458370474663,56.75640044318416,0.47023835493909427,48.95560601786746,0.19605984158132703,20.635539483509895,0.34840410068362865,10.798995236499152
0.7536975696943741,67.38816928181123,0.44459455458954117,48.89022050605403,0.06794559770562025,18.161573589483304,0.0,0.0
0.8225470545314469,68.59699769930799,0.4984824718836287,39.697171992205526,0.400991553398349,29.151409550106468,0.2651088212505566,0.31925891468009837
0.6816590012707957,51.2682149052453,0.42737617929139365,28.419448085628023,0.35362649623686515,31.738011648773377,0.17332541894249534,2.935254438860971
0.5994479985484702,68.8662819194616,0.5615220732950217,33.808141722348054,0.41982209514202934,49.93862939232594,0.11157562463882906,15.017510507716375
0.6023753548545464,60.4884771337657,0.616655135433777,44.95762020501965,0.35478465341564247,25.445396161537904,0.23227321616382726,17.334090123927115
0.6702942792127257,62.24798634628607,0.6080383738423671,38.13193343103615,0.581807738271782,29.49830732366117,0.2051052705100279,13.439444340598019
0.6699127954608475,53.15710997011682,0.5262088748288518,38.15503927610465,0.4030537127828304,17.499264820290744,0.2708657804279841,10.174066171126208
0.791183177851337,58.0001797217109,0.7399239696333502,63.99251045686195,0.3353052272417334,36.12240014906913,0.22565801893054538,10.208982516512517
0.6331123965556986,51.69857734777171,0.6539975114500509,54.58894796659873,0.4137363066346866,33.9809477935328,0.10791878931110227,21.16045749040493
0.7435078338185859,51.21781829883699,0.5298441796327448,43.47924034090026,0.33713252031186935,44.88394677691427,0.16233982232570288,16.12819846883052
0.6694529970752131,65.7709022042678,0.4917727789798483,52.720349456554416,0.3892930234113987,41.11622151508708,0.14620414436749835,10.660544036946366
0.6255243044760163,58.44883434556892,0.673802716278192,41.797313944090995,0.25825198127641646,33.51406668842282,0.04835168232555534,26.932994952412578
0.6669623936659022,49.00362330137584,0.6407580682762732,47.10723434186497,0.3791414798140394,25.29928500411299,0.08283553560461163,33.499750409960996
0.733653838187098,83.77052647488375,0.398957279617577,50.41628648418916,0.33221476039648246,32.04668437890059,0.19889313301148054,1.542575497663286
0.7914933389881702,50.75344960684063,0.6485821319228745,41.82394032228122,0.26772633746313196,28.889865378682384,0.3623754075307279,19.225100702105102
0.674802681284151,72.92102961019334,0.524562646527607,39.147494524629046,0.5775735868072642,39.53397533237979,0.1664442920301205,44.898896076863835
0.5796061869202229,47.23536358378198,0.4539088469406641,58.23931818468504,0.2716264630059833,38.26231489962468,0.144256922524721,16.802055410501932
0.799971480326544,66.56502335167795,0.34207941407593356,52.14112967198106,0.3806964223441937,27.03584556345244,0.10187131933271737,15.154426361642756
0.6101830616847885,59.494396313813084,0.5131083805302198,23.45389121707283,0.29971919650512424,15.380062201731214,0.22305364949953504,13.442660601063853
0.7260823167677533,55.70943268641595,0.5387772414780074,39.3186406996839,0.40970394708798746,43.33387300220424,0.3379259334610126,18.901815174907405
0.6975167332296245,63.96742323765706,0.6987327654110217,38.18727500305606,0.25256148655310817,35.81873956823204,0.4202682766408592,21.548991665498818
0.6841429907653781,62.62259856329332,0.6357233807748686,39.788619111876024,0.4640356823935551,26.805099294273305,0.24853993767216867,1.552331258308163
0.6513023699811993,53.87534816317955,0.48171132786239645,54.62402288758895,0.5836156186358841,35.4287334810367,0.23399937426364342,13.735163717111703
0.7620148780415463,53.42261119213,0.5789342394219736,46.19205968003691,0.29604607628993296,30.748613062500283,0.16565268927464566,0.0
0.34179373925124884,46.260857880055994,0.6226249422672823,32.103703291444546,0.501696886268132,43.18617926219473,0.18234333785089885,11.906833833784988
0.8136470508367037,65.05564384357051,0.5485957388017215,42.16785163041384,0.341812065560431,10.702197681949727,0.2829175091050703,4.9731140617792615
0.6087492225605964,49.461951728999914,0.4812845840968795,51.4173764761619,0.5305791121076086,26.028090334865666,0.18851246679369202,17.39177579135483
0.7407956909750648,62.039749565171824,0.4867827543756553,43.803549844662456,0.5988498986095991,45.99054515478687,0.20377175528325858,0.0
0.7355025617934928,67.92477984120717,0.5785473070456951,39.553240488365084,0.35662949882915407,35.63198403467312,0.21746527252495754,8.876826895409042
0.8274977382020818,64.08055031824054,0.5812980565525047,49.312192787385285,0.22797339191053476,47.72606668314207,0.16091718890925236,23.665442505206112
0.7197749135538068,54.76868701982742,0.5107045384236455,62.181924894390775,0.4748084387436089,17.78192906836535,0.21250207409224484,7.236668485557487
0.6170890819365954,71.08812411349969,0.278084779494666,50.61424832958519,0.40244172079441154,40.72196715938487,0.018059387120919812,0.0
0.539524501208903,57.92028521898747,0.41094772727087087,59.00941513031699,0.43017911677776405,40.12224423453832,0.2748835883018462,16.575331531289834
0.6651196845127025,48.65839240995009,0.6019688921612112,40.22385782135097,0.3460154958155634,13.182714646711652,0.45517718389720546,8.134710069073629
0.5041824571116987,59.162724955467226,0.32691620026441237,45.91637888875939,0.29155071813393,27.044977104669154,0.16479563848369333,12.141145639271024
0.6371514293689244,67.86797377984726,0.6584181016367214,45.71448015464318,0.49603481809669736,28.93470894805916,0.25738371450016695,6.701304135374066
0.6707369379669794,55.25585685589873,0.6436157261138503,47.18679084067691,0.41197899945560323,13.804439712325937,0.30515763202461843,33.743967444800276
0.6310084021971075,70.78182414970304,0.5441096381933205,50.40519606380916,0.23564429658162742,27.253976734795604,0.3480215272717461,0.0
0.7041773657364911,54.29673934782349,0.5997931034228607,36.81030878945222,0.4486875223202893,38.73183140778605,0.19356785112598204,42.33495611894271
0.6763895989080791,55.657868063144726,0.5928774678358886,52.473326855134786,0.42861685979665,26.090769404752592,0.03966827463112804,10.09363469248647
0.6672313458671217,51.539209841467475,0.5283126871633786,29.721140610447833,0.3474701075676435,32.421331556740256,0.24672319508487625,15.834465762181342
0.45758493829626934,68.83709536908029,0.4026110882411429,32.642433374933184,0.5419813234242321,32.493702827276515,0.23286286906544268,8.252035823955152
0.570529481931445,61.46757429910797,0.6367272975061685,67.3562610117323,0.3181826837652735,29.878565888612332,0.1854333625323997,7.833664401445448
0.7642656731854875,52.20238052256026,0.6807230011383634,40.89879260521124,0.3631013501845158,22.948179759745706,0.20664878771156592,6.151700965673658
0.7804256272947444,58.03789657718897,0.4191409475757657,53.295193509862024,0.4568648087968198,36.58813974883897,0.2343680445017731,20.012579620436345
0.5161223282021004,31.288490121009723,0.39887449948303,62.982903924269564,0.3876762950330721,14.129662384740078,0.25617619921038504,0.0
0.6185281818765868,69.77972363466644,0.5263203095242659,22.855439212215238,0.2415576845641563,30.08588138508182,0.25198097102399175,17.64108544242668
0.8071965367599127,60.29253360501693,0.47737754043635494,57.262461801557095,0.3983799372993429,43.85486340518088,0.1982314340498871,0.0
0.6281961186594851,37.93761848990103,0.5544949240205458,52.48943606259271,0.33856102080347666,25.52626750158784,0.2584278834985951,16.735287711417627
